prime_set,prime_set_size,rule_count,support_count,status,modulus,target_residues,covered_residues,coverage_ratio,uncovered_examples,rules
19;31;41;53,4,10,128368,too_large,990888,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372"
23;31;53;59,4,14,128314,too_large,1726104,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=19,a=23,b=53 | d=119,a=4,b=472 | d=27,a=46,b=62"
17;29;43;53,4,9,128288,too_large,1586184,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=15,a=17,b=43"
5;29;43;53,4,10,128271,too_large,1586184,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=23,a=6,b=86 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=39,a=40,b=116 | d=39,a=50,b=106"
23;43;59,3,9,128248,too_large,1400424,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=23,a=6,b=86 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=87,a=4,b=344 | d=119,a=4,b=472"
3;29;37;41,4,8,127907,too_large,1055832,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=23,a=18,b=74 | d=47,a=72,b=116"
17;43;53;59,4,9,127634,too_large,3227064,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=119,a=4,b=472"
37;43;53,3,7,127592,too_large,2023752,,,,,"d=11,a=1,b=43 | d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=87,a=4,b=344"
19;31;37;53,4,10,127280,too_large,894216,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372"
3;19;37;41,4,9,126785,too_large,691752,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=23,a=18,b=74 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54"
19;23;31;53,4,14,126771,too_large,555864,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=19,a=23,b=53 | d=27,a=46,b=62"
19;29;41;59,4,8,126710,too_large,1103064,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=119,a=4,b=472"
19;23;43,3,9,126705,too_large,450984,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=23,a=6,b=86 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=87,a=4,b=344"
23;43;53,3,10,126532,too_large,1258008,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=23,a=6,b=86 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=87,a=4,b=344 | d=19,a=23,b=53"
3;23;29;37,4,11,126345,too_large,592296,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=23,a=18,b=74 | d=71,a=8,b=276 | d=15,a=23,b=37 | d=47,a=72,b=116"
3;37;41;59,4,7,126243,too_large,2148072,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=15,a=1,b=59 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=23,a=18,b=74 | d=119,a=4,b=472"
17;19;43;53,4,9,126091,too_large,1039224,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=87,a=4,b=344 | d=15,a=17,b=43"
3;17;23;43,4,12,126035,too_large,403512,,,,,"d=11,a=1,b=43 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=23,a=6,b=86 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=11,a=17,b=27 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=35,a=54,b=86 | d=95,a=36,b=344"
19;29;37;59,4,8,125622,too_large,995448,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=119,a=4,b=472"
29;41;53;59,4,8,125603,too_large,3076968,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=119,a=4,b=472"
3;19;23;37,4,12,125223,too_large,388056,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=23,a=18,b=74 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=15,a=23,b=37 | d=47,a=36,b=152 | d=23,a=38,b=54"
5;23;37;59,4,12,125172,too_large,1205016,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=15,a=23,b=37 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472"
5;31;43;59,4,11,124782,too_large,1887528,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=119,a=4,b=472 | d=59,a=50,b=186"
3;23;37;59,4,10,124681,too_large,1205016,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=23,a=18,b=74 | d=71,a=8,b=276 | d=15,a=23,b=37 | d=119,a=4,b=472"
29;37;53;59,4,8,124515,too_large,2776776,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=119,a=4,b=472"
5;17;31;43,4,12,124407,too_large,543864,,,,,"d=11,a=1,b=43 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=15,a=17,b=43 | d=59,a=50,b=186"
3;37;41;53,4,8,124338,too_large,1929624,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=23,a=18,b=74 | d=55,a=8,b=212 | d=71,a=72,b=212"
31;37;41,3,8,124157,too_large,1128648,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
17;29;31;41,4,9,124064,too_large,485112,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
19;29;41;53,4,8,124060,too_large,990888,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=39,a=4,b=152"
5;17;23;37,4,12,124008,too_large,347208,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=15,a=23,b=37 | d=79,a=20,b=296 | d=31,a=50,b=74"
5;23;37;53,4,14,123961,too_large,1082472,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=15,a=23,b=37 | d=19,a=23,b=53 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=50,b=106"
5;23;41;59,4,10,123926,too_large,1335288,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=71,a=120,b=164 | d=119,a=4,b=472"
3;23;37;53,4,12,123710,too_large,1082472,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=23,a=18,b=74 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=15,a=23,b=37 | d=19,a=23,b=53 | d=71,a=72,b=212"
5;19;23;37,4,12,123629,too_large,388056,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152 | d=15,a=23,b=37 | d=79,a=20,b=296 | d=31,a=50,b=74"
19;23;29;59,4,10,123628,too_large,780216,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=119,a=4,b=472"
23;29;53;59,4,11,123455,too_large,2176392,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=119,a=4,b=472"
3;23;31;41,4,12,123443,too_large,701592,,,,,"d=11,a=3,b=41 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=27,a=46,b=62"
17;31;41;59,4,9,123410,too_large,986952,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
19;41;53;59,4,8,123406,too_large,1103064,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=119,a=4,b=472"
5;19;31;43,4,11,123239,too_large,607848,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=59,a=50,b=186"
23;31;37,3,12,123146,too_large,633144,,,,,"d=19,a=2,b=74 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=15,a=23,b=37 | d=27,a=46,b=62"
17;29;31;37,4,9,122976,too_large,437784,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372"
19;29;37;53,4,8,122972,too_large,894216,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=4,b=152"
17;41;43,3,7,122968,too_large,719304,,,,,"d=11,a=1,b=43 | d=11,a=3,b=41 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=47,a=24,b=164 | d=87,a=4,b=344 | d=15,a=17,b=43"
5;17;23;41,4,10,122762,too_large,384744,,,,,"d=11,a=3,b=41 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=71,a=120,b=164"
5;23;41;53,4,12,122715,too_large,1199496,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=71,a=120,b=164 | d=39,a=50,b=106"
23;31;41,3,11,122714,too_large,701592,,,,,"d=11,a=3,b=41 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=27,a=46,b=62"
5;31;43;53,4,12,122637,too_large,1695576,,,,,"d=11,a=1,b=43 | d=27,a=2,b=106 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=59,a=50,b=186 | d=39,a=50,b=106"
5;19;23;41,4,10,122383,too_large,430008,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152 | d=71,a=120,b=164"
17;31;37;59,4,9,122322,too_large,890664,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=119,a=4,b=472"
19;37;53;59,4,8,122318,too_large,995448,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=119,a=4,b=472"
5;23;29;59,4,11,122264,too_large,4722360,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=40,b=116 | d=119,a=4,b=472"
3;17;37;41,4,7,122007,too_large,618936,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=23,a=18,b=74 | d=11,a=17,b=27"
19;23;29;53,4,11,121912,too_large,700872,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=19,a=23,b=53"
17;37;43,3,7,121880,too_large,649128,,,,,"d=11,a=1,b=43 | d=19,a=2,b=74 | d=23,a=24,b=68 | d=23,a=6,b=86 | d=39,a=8,b=148 | d=87,a=4,b=344 | d=15,a=17,b=43"
17;19;31;41,4,9,121867,too_large,317832,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372"
17;23;29;31,4,12,121533,too_large,272136,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=27,a=46,b=62"
5;37;41;59,4,9,121505,too_large,2148072,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=15,a=1,b=59 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=79,a=20,b=296 | d=71,a=120,b=164 | d=31,a=50,b=74 | d=119,a=4,b=472"
19;23;53;59,4,11,121258,too_large,1425912,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=19,a=23,b=53 | d=119,a=4,b=472"
5;17;23;29,4,11,121100,too_large,1360680,,,,,"d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=39,a=20,b=136 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=40,b=116"
5;23;29;53,4,13,121053,too_large,4242120,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=55,a=8,b=212 | d=19,a=23,b=53 | d=39,a=40,b=116 | d=39,a=50,b=106"
17;23;31;59,4,12,120879,too_large,553656,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=27,a=46,b=62"
17;19;31;37,4,9,120779,too_large,286824,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372"
17;31;41;53,4,9,120760,too_large,886584,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=47,a=24,b=164 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
5;19;23;29,4,11,120721,too_large,1520760,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=59,a=6,b=230 | d=39,a=4,b=152 | d=39,a=40,b=116"
3;17;23;37,4,10,120445,too_large,347208,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=47,a=4,b=184 | d=23,a=18,b=74 | d=71,a=8,b=276 | d=11,a=17,b=27 | d=15,a=23,b=37"
5;17;37;41,4,9,120341,too_large,618936,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=79,a=20,b=296 | d=71,a=120,b=164 | d=31,a=50,b=74"
3;29;31;43,4,13,120252,too_large,927768,,,,,"d=11,a=1,b=43 | d=15,a=2,b=58 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=8,b=116 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=47,a=72,b=116 | d=71,a=36,b=248 | d=35,a=54,b=86 | d=95,a=36,b=344"
5;29;41;59,4,9,120117,too_large,1683624,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=71,a=120,b=164 | d=39,a=40,b=116 | d=119,a=4,b=472"
5;19;37;41,4,9,119962,too_large,691752,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=79,a=20,b=296 | d=71,a=120,b=164 | d=31,a=50,b=74"
17;23;43,3,9,119886,too_large,403512,,,,,"d=11,a=1,b=43 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=23,a=6,b=86 | d=35,a=2,b=138 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=87,a=4,b=344 | d=15,a=17,b=43"
29;37;41,3,6,119849,too_large,1055832,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=15,a=2,b=58 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=47,a=24,b=164"
5;29;37;59,4,10,119843,too_large,1519368,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=40,b=116 | d=119,a=4,b=472"
17;31;37;53,4,9,119672,too_large,800088,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=39,a=8,b=148 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
5;37;41;53,4,10,119360,too_large,1929624,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=79,a=20,b=296 | d=71,a=120,b=164 | d=31,a=50,b=74 | d=39,a=50,b=106"
17;19;23;31,4,12,119336,too_large,5527176,,,,,"d=11,a=6,b=38 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=27,a=46,b=62"
37;41;59,3,6,119195,too_large,2148072,,,,,"d=11,a=3,b=41 | d=19,a=2,b=74 | d=15,a=1,b=59 | d=39,a=8,b=148 | d=47,a=24,b=164 | d=119,a=4,b=472"
17;23;31;53,4,13,119163,too_large,497352,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=47,a=2,b=186 | d=47,a=4,b=184 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=71,a=8,b=276 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=19,a=23,b=53 | d=27,a=46,b=62"
3;19;31;43,4,14,119130,too_large,607848,,,,,"d=11,a=1,b=43 | d=11,a=6,b=38 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248 | d=35,a=54,b=86 | d=95,a=36,b=344"
17;29;41;59,4,7,119102,too_large,1683624,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=119,a=4,b=472"
5;17;29;41,4,9,118953,too_large,485112,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=39,a=20,b=136 | d=71,a=120,b=164 | d=39,a=40,b=116"
3;23;29;41,4,9,118865,too_large,656328,,,,,"d=11,a=3,b=41 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=47,a=24,b=164 | d=71,a=8,b=276 | d=47,a=72,b=116"
5;17;29;37,4,10,118679,too_large,437784,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=11,a=15,b=29 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=39,a=20,b=136 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=40,b=116"
3;31;43;59,4,12,118588,too_large,1887528,,,,,"d=11,a=1,b=43 | d=15,a=1,b=59 | d=23,a=6,b=86 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=95,a=8,b=372 | d=87,a=4,b=344 | d=71,a=36,b=248 | d=35,a=54,b=86 | d=95,a=36,b=344 | d=119,a=4,b=472"
5;19;29;41,4,9,118574,too_large,542184,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=71,a=120,b=164 | d=39,a=40,b=116"
5;19;29;37,4,10,118300,too_large,489288,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=40,b=116"
23;29;37,3,9,118287,too_large,592296,,,,,"d=19,a=2,b=74 | d=15,a=2,b=58 | d=23,a=23,b=69 | d=35,a=2,b=138 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=47,a=4,b=184 | d=71,a=8,b=276 | d=15,a=23,b=37"
17;29;37;59,4,7,118014,too_large,1519368,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=31,a=8,b=116 | d=119,a=4,b=472"
