n,d,a,b,x,y,z,verified,covered_by_divisor,n_mod_120,n_mod_840,n_mod_2520,n_mod_27720
316057,,,,,,,True,7,97,217,1057,11137
316081,,,,,,,True,17,1,241,1081,11161
316105,,,,,,,True,5,25,265,1105,11185
316129,,,,,,,True,11,49,289,1129,11209
316153,7,2,26,79040,49977466240,3844420480,True,,73,313,1153,11233
316177,3,2,10,79045,49984421930,9996884386,True,,97,337,1177,11257
316201,15,2,58,79054,49993907708,1723927852,True,,1,361,1201,11281
316225,,,,,,,True,5,25,385,1225,11305
316249,,,,,,,True,229,49,409,1249,11329
316273,,,,,,,True,23,73,433,1273,11353
316297,3,2,10,79075,50022370550,10004474110,True,,97,457,1297,11377
316321,23,8,84,79086,12508281303,1191264886,True,,1,481,1321,11401
316345,,,,,,,True,5,25,505,1345,11425
316369,,,,,,,True,19,49,529,1369,11449
316393,,,,,,,True,7,73,553,1393,11473
316417,,,,,,,True,31,97,577,1417,11497
316441,,,,,,,True,67,1,601,1441,11521
316465,,,,,,,True,5,25,625,1465,11545
316489,,,,,,,True,17,49,649,1489,11569
316513,,,,,,,True,113,73,673,1513,11593
316537,,,,,,,True,13,97,697,1537,11617
316561,,,,,,,True,7,1,721,1561,11641
316585,,,,,,,True,5,25,745,1585,11665
316609,,,,,,,True,37,49,769,1609,11689
316633,7,8,20,79160,12532334140,5012933656,True,,73,793,1633,11713
316657,,,,,,,True,11,97,817,1657,11737
316681,11,6,38,79173,16715056542,2639219454,True,,1,1,1681,11761
316705,,,,,,,True,5,25,25,1705,11785
316729,,,,,,,True,7,49,49,1729,11809
316753,3,1,11,79189,100333413268,9121219388,True,,73,73,1753,11833
316777,3,2,10,79195,50174309030,10034861806,True,,97,97,1777,11857
316801,19,14,62,79205,7169206630,1618853110,True,,1,121,1801,11881
316825,,,,,,,True,5,25,145,1825,11905
316849,,,,,,,True,13,49,169,1849,11929
316873,,,,,,,True,71,73,193,1873,11953
316897,,,,,,,True,7,97,217,1897,11977
316921,,,,,,,True,11,1,241,1921,12001
316945,,,,,,,True,5,25,265,1945,12025
316969,,,,,,,True,563,49,289,1969,12049
316993,,,,,,,True,53,73,313,1993,12073
317017,,,,,,,True,61,97,337,2017,12097
317041,,,,,,,True,107,1,361,2041,12121
317065,,,,,,,True,5,25,385,2065,12145
317089,7,2,26,79274,50273826772,3867217444,True,,49,409,2089,12169
317113,,,,,,,True,233,73,433,2113,12193
317137,,,,,,,True,103,97,457,2137,12217
317161,,,,,,,True,13,1,481,2161,12241
317185,,,,,,,True,5,25,505,2185,12265
317209,11,10,34,79305,10062503898,2959559970,True,,49,529,2209,12289
317233,,,,,,,True,7,73,553,2233,12313
317257,3,2,10,79315,50326477910,10065295582,True,,97,577,2257,12337
317281,,,,,,,True,19,1,601,2281,12361
317305,,,,,,,True,5,25,625,2305,12385
317329,,,,,,,True,223,49,649,2329,12409
317353,7,8,20,79340,12589393510,5035757404,True,,73,673,2353,12433
317377,,,,,,,True,23,97,697,2377,12457
317401,,,,,,,True,7,1,721,2401,12481
317425,,,,,,,True,5,25,745,2425,12505
317449,,,,,,,True,11,49,769,2449,12529
317473,,,,,,,True,13,73,793,2473,12553
317497,,,,,,,True,37,97,817,2497,12577
317521,,,,,,,True,29,1,1,1,12601
317545,,,,,,,True,5,25,25,25,12625
317569,,,,,,,True,7,49,49,49,12649
317593,7,8,20,79400,12608442100,5043376840,True,,73,73,73,12673
317617,3,2,10,79405,50440755770,10088151154,True,,97,97,97,12697
317641,,,,,,,True,43,1,121,121,12721
317665,,,,,,,True,5,25,145,145,12745
317689,,,,,,,True,269,49,169,169,12769
317713,,,,,,,True,11,73,193,193,12793
317737,,,,,,,True,7,97,217,217,12817
317761,,,,,,,True,197,1,241,241,12841
317785,,,,,,,True,5,25,265,265,12865
317809,,,,,,,True,283,49,289,289,12889
317833,,,,,,,True,59,73,313,313,12913
317857,3,2,10,79465,50517013010,10103402602,True,,97,337,337,12937
317881,,,,,,,True,127,1,361,361,12961
317905,,,,,,,True,5,25,385,385,12985
317929,,,,,,,True,23,49,409,409,13009
317953,,,,,,,True,109,73,433,433,13033
317977,,,,,,,True,11,97,457,457,13057
318001,23,8,84,79506,12641493753,1203951786,True,,1,481,481,13081
318025,,,,,,,True,5,25,505,505,13105
318049,,,,,,,True,47,49,529,529,13129
318073,,,,,,,True,7,73,553,553,13153
318097,,,,,,,True,13,97,577,577,13177
318121,,,,,,,True,17,1,601,601,13201
318145,,,,,,,True,5,25,625,625,13225
318169,,,,,,,True,373,49,649,649,13249
318193,,,,,,,True,19,73,673,673,13273
318217,,,,,,,True,29,97,697,697,13297
318241,,,,,,,True,7,1,721,721,13321
318265,,,,,,,True,5,25,745,745,13345
318289,15,2,58,79576,50656330928,1746770032,True,,49,769,769,13369
318313,7,5,23,79580,20265078832,4405451920,True,,73,793,793,13393
318337,3,1,11,79585,101339400580,9212672780,True,,97,817,817,13417
318361,,,,,,,True,241,1,1,841,13441
318385,,,,,,,True,5,25,25,865,13465
318409,,,,,,,True,7,49,49,889,13489
318433,,,,,,,True,359,73,73,913,13513
318457,3,2,10,79615,50707908110,10141581622,True,,97,97,937,13537
318481,,,,,,,True,23,1,121,961,13561
318505,,,,,,,True,5,25,145,985,13585
318529,,,,,,,True,17,49,169,1009,13609
318553,,,,,,,True,157,73,193,1033,13633
318577,,,,,,,True,7,97,217,1057,13657
318601,3,1,11,79651,101507553004,9227959364,True,,1,241,1081,13681
318625,,,,,,,True,5,25,265,1105,13705
318649,,,,,,,True,19,49,289,1129,13729
318673,,,,,,,True,43,73,313,1153,13753
318697,,,,,,,True,421,97,337,1177,13777
318721,,,,,,,True,13,1,361,1201,13801
318745,,,,,,,True,5,25,385,1225,13825
318769,,,,,,,True,11,49,409,1249,13849
318793,7,8,20,79700,12703901050,5081560420,True,,73,433,1273,13873
318817,3,2,10,79705,50822617970,10164523594,True,,97,457,1297,13897
318841,23,1,91,79716,101666916624,1117218864,True,,1,481,1321,13921
318865,,,,,,,True,5,25,505,1345,13945
318889,23,4,88,79728,25424382192,1155653736,True,,49,529,1369,13969
318913,,,,,,,True,7,73,553,1393,13993
318937,,,,,,,True,17,97,577,1417,14017
318961,,,,,,,True,467,1,601,1441,14041
318985,,,,,,,True,5,25,625,1465,14065
319009,,,,,,,True,149,49,649,1489,14089
319033,,,,,,,True,11,73,673,1513,14113
319057,3,2,10,79765,50899163210,10179832642,True,,97,697,1537,14137
319081,,,,,,,True,7,1,721,1561,14161
319105,,,,,,,True,5,25,745,1585,14185
319129,3,1,11,79783,101844276028,9258570548,True,,49,769,1609,14209
319153,,,,,,,True,439,73,793,1633,14233
319177,,,,,,,True,47,97,817,1657,14257
319201,31,8,116,79808,12737396704,878441152,True,,1,1,1681,14281
319225,,,,,,,True,5,25,25,1705,14305
319249,,,,,,,True,7,49,49,1729,14329
319273,,,,,,,True,37,73,73,1753,14353
319297,,,,,,,True,11,97,97,1777,14377
319321,63,104,148,79846,980634791,689094718,True,,1,121,1801,14401
319345,,,,,,,True,5,25,145,1825,14425
319369,,,,,,,True,389,49,169,1849,14449
319393,,,,,,,True,31,73,193,1873,14473
319417,,,,,,,True,7,97,217,1897,14497
319441,11,2,42,79863,51023033166,2429668246,True,,1,241,1921,14521
319465,,,,,,,True,5,25,265,1945,14545
319489,87,4,344,79894,25525254166,296805281,True,,49,289,1969,14569
319513,,,,,,,True,41,73,313,1993,14593
319537,,,,,,,True,53,97,337,2017,14617
319561,,,,,,,True,11,1,361,2041,14641
319585,,,,,,,True,5,25,385,2065,14665
319609,,,,,,,True,29,49,409,2089,14689
319633,,,,,,,True,83,73,433,2113,14713
319657,,,,,,,True,13,97,457,2137,14737
319681,15,2,58,79924,51100368488,1762081672,True,,1,481,2161,14761
319705,,,,,,,True,5,25,505,2185,14785
319729,59,47,189,79947,2175436116,540981468,True,,49,529,2209,14809
319753,,,,,,,True,7,73,553,2233,14833
319777,,,,,,,True,89,97,577,2257,14857
319801,,,,,,,True,193,1,601,2281,14881
319825,,,,,,,True,5,25,625,2305,14905
319849,23,8,84,79968,12788842416,1217984992,True,,49,649,2329,14929
319873,,,,,,,True,179,73,673,2353,14953
319897,3,2,10,79975,51167525150,10233505030,True,,97,697,2377,14977
319921,,,,,,,True,7,1,721,2401,15001
319945,,,,,,,True,5,25,745,2425,15025
319969,,,,,,,True,13,49,769,2449,15049
319993,7,8,20,80000,12799720000,5119888000,True,,73,793,2473,15073
320017,,,,,,,True,19,97,817,2497,15097
320041,71,76,208,80028,1348012692,492543099,True,,1,1,1,15121
320065,,,,,,,True,5,25,25,25,15145
320089,,,,,,,True,7,49,49,49,15169
320113,7,8,20,80030,12809321695,5123728678,True,,73,73,73,15193
320137,,,,,,,True,23,97,97,97,15217
320161,,,,,,,True,17,1,121,121,15241
320185,,,,,,,True,5,25,145,145,15265
320209,7,2,26,80054,51268022572,3943694044,True,,49,169,169,15289
320233,,,,,,,True,431,73,193,193,15313
320257,,,,,,,True,7,97,217,217,15337
320281,,,,,,,True,13,1,241,241,15361
320305,,,,,,,True,5,25,265,265,15385
320329,11,6,38,80085,17102365310,2700373470,True,,49,289,289,15409
320353,,,,,,,True,11,73,313,313,15433
320377,3,2,10,80095,51321191630,10264238326,True,,97,337,337,15457
320401,19,2,74,80105,51331444210,1387336330,True,,1,361,361,15481
320425,,,,,,,True,5,25,385,385,15505
320449,3,1,11,80113,102688522948,9335320268,True,,49,409,409,15529
320473,,,,,,,True,19,73,433,433,15553
320497,,,,,,,True,41,97,457,457,15577
320521,7,2,26,80132,51367977544,3951382888,True,,1,481,481,15601
320545,,,,,,,True,5,25,505,505,15625
320569,,,,,,,True,17,49,529,529,15649
320593,,,,,,,True,7,73,553,553,15673
320617,,,,,,,True,11,97,577,577,15697
320641,,,,,,,True,311,1,601,601,15721
320665,,,,,,,True,5,25,625,625,15745
320689,,,,,,,True,23,49,649,649,15769
320713,3,1,11,80179,102857790508,9350708228,True,,73,673,673,15793
320737,,,,,,,True,43,97,697,697,15817
320761,,,,,,,True,7,1,721,721,15841
320785,,,,,,,True,5,25,745,745,15865
320809,,,,,,,True,53,49,769,769,15889
320833,7,2,26,80210,51468029860,3959079220,True,,73,793,793,15913
320857,,,,,,,True,499,97,817,817,15937
320881,,,,,,,True,11,1,1,841,15961
320905,,,,,,,True,5,25,25,865,15985
320929,,,,,,,True,7,49,49,889,16009
320953,7,8,20,80240,12876634360,5150653744,True,,73,73,913,16033
320977,,,,,,,True,17,97,97,937,16057
321001,,,,,,,True,29,1,121,961,16081
321025,,,,,,,True,5,25,145,985,16105
321049,,,,,,,True,37,49,169,1009,16129
321073,7,5,23,80270,20618023768,4482179080,True,,73,193,1033,16153
321097,,,,,,,True,7,97,217,1057,16177
321121,,,,,,,True,317,1,241,1081,16201
321145,,,,,,,True,5,25,265,1105,16225
321169,31,44,80,80300,2344533700,1289493535,True,,49,289,1129,16249
321193,7,8,20,80300,12895898950,5158359580,True,,73,313,1153,16273
321217,,,,,,,True,13,97,337,1177,16297
321241,,,,,,,True,23,1,361,1201,16321
321265,,,,,,,True,5,25,385,1225,16345
321289,11,2,42,80325,51615077850,2457860850,True,,49,409,1249,16369
321313,7,8,20,80330,12905536645,5162214658,True,,73,433,1273,16393
321337,,,,,,,True,383,97,457,1297,16417
321361,,,,,,,True,97,1,481,1321,16441
321385,,,,,,,True,5,25,505,1345,16465
321409,,,,,,,True,11,49,529,1369,16489
321433,,,,,,,True,7,73,553,1393,16513
321457,,,,,,,True,521,97,577,1417,16537
321481,,,,,,,True,41,1,601,1441,16561
321505,,,,,,,True,5,25,625,1465,16585
321529,,,,,,,True,13,49,649,1489,16609
321553,7,8,20,80390,12924822835,5169929134,True,,73,673,1513,16633
321577,3,2,10,80395,51706365830,10341273166,True,,97,697,1537,16657
321601,,,,,,,True,7,1,721,1561,16681
321625,,,,,,,True,5,25,745,1585,16705
321649,,,,,,,True,263,49,769,1609,16729
321673,,,,,,,True,11,73,793,1633,16753
321697,,,,,,,True,29,97,817,1657,16777
321721,47,24,164,80442,4313313447,631216602,True,,1,1,1681,16801
321745,,,,,,,True,5,25,25,1705,16825
321769,,,,,,,True,7,49,49,1729,16849
321793,,,,,,,True,17,73,73,1753,16873
321817,3,2,10,80455,51783573470,10356714694,True,,97,97,1777,16897
321841,,,,,,,True,13,1,121,1801,16921
321865,,,,,,,True,5,25,145,1825,16945
321889,11,15,29,80475,6907737940,3572967900,True,,49,169,1849,16969
321913,,,,,,,True,89,73,193,1873,16993
321937,,,,,,,True,7,97,217,1897,17017
321961,11,2,42,80493,51831213546,2468153026,True,,1,241,1921,17041
321985,,,,,,,True,5,25,265,1945,17065
322009,19,14,62,80507,7406851018,1672514746,True,,49,289,1969,17089
322033,,,,,,,True,251,73,313,1993,17113
322057,3,2,10,80515,51860838710,10372167742,True,,97,337,2017,17137
322081,,,,,,,True,53,1,361,2041,17161
322105,,,,,,,True,5,25,385,2065,17185
322129,,,,,,,True,131,49,409,2089,17209
322153,,,,,,,True,13,73,433,2113,17233
322177,,,,,,,True,107,97,457,2137,17257
322201,,,,,,,True,11,1,481,2161,17281
322225,,,,,,,True,5,25,505,2185,17305
322249,11,3,41,80565,34615987580,2532877140,True,,49,529,2209,17329
322273,,,,,,,True,7,73,553,2233,17353
322297,,,,,,,True,19,97,577,2257,17377
322321,,,,,,,True,157,1,601,2281,17401
322345,,,,,,,True,5,25,625,2305,17425
322369,,,,,,,True,31,49,649,2329,17449
322393,,,,,,,True,29,73,673,2353,17473
322417,3,2,10,80605,51976844570,10395368914,True,,97,697,2377,17497
322441,,,,,,,True,7,1,721,2401,17521
322465,,,,,,,True,5,25,745,2425,17545
322489,,,,,,,True,197,49,769,2449,17569
322513,7,8,20,80630,13002111595,5200844638,True,,73,793,2473,17593
322537,3,2,10,80635,52015541990,10403108398,True,,97,817,2497,17617
322561,,,,,,,True,47,1,1,1,17641
322585,,,,,,,True,5,25,25,25,17665
322609,,,,,,,True,7,49,49,49,17689
322633,7,8,20,80660,13011788890,5204715556,True,,73,73,73,17713
322657,,,,,,,True,307,97,97,97,17737
322681,,,,,,,True,223,1,121,121,17761
322705,,,,,,,True,5,25,145,145,17785
322729,,,,,,,True,11,49,169,169,17809
322753,,,,,,,True,19,73,193,193,17833
322777,,,,,,,True,7,97,217,217,17857
322801,,,,,,,True,43,1,241,241,17881
322825,,,,,,,True,5,25,265,265,17905
322849,23,4,88,80718,26059725582,1184532981,True,,49,289,289,17929
322873,,,,,,,True,61,73,313,313,17953
322897,,,,,,,True,23,97,337,337,17977
322921,215,44,816,80784,2371531824,127876716,True,,1,361,361,18001
322945,,,,,,,True,5,25,385,385,18025
322969,11,2,42,80745,52156263810,2483631610,True,,49,409,409,18049
322993,,,,,,,True,11,73,433,433,18073
323017,,,,,,,True,17,97,457,457,18097
323041,,,,,,,True,211,1,481,481,18121
323065,,,,,,,True,5,25,505,505,18145
323089,,,,,,,True,13,49,529,529,18169
323113,,,,,,,True,7,73,553,553,18193
323137,3,2,10,80785,52209245090,10441849018,True,,97,577,577,18217
323161,,,,,,,True,461,1,601,601,18241
323185,,,,,,,True,5,25,625,625,18265
323209,,,,,,,True,19,49,649,649,18289
323233,7,8,20,80810,13060229365,5224091746,True,,73,673,673,18313
323257,,,,,,,True,11,97,697,697,18337
323281,,,,,,,True,7,1,721,721,18361
323305,,,,,,,True,5,25,745,745,18385
323329,,,,,,,True,313,49,769,769,18409
323353,,,,,,,True,53,73,793,793,18433
323377,3,2,10,80845,52286827130,10457365426,True,,97,817,817,18457
323401,,,,,,,True,13,1,1,841,18481
323425,,,,,,,True,5,25,25,865,18505
323449,,,,,,,True,7,49,49,889,18529
323473,7,8,20,80870,13079630755,5231852302,True,,73,73,913,18553
323497,,,,,,,True,59,97,97,937,18577
323521,,,,,,,True,11,1,121,961,18601
323545,,,,,,,True,5,25,145,985,18625
323569,,,,,,,True,491,49,169,1009,18649
323593,,,,,,,True,151,73,193,1033,18673
323617,,,,,,,True,7,97,217,1057,18697
323641,7,2,26,80912,52372881184,4028683168,True,,1,241,1081,18721
323665,,,,,,,True,5,25,265,1105,18745
323689,,,,,,,True,47,49,289,1129,18769
323713,,,,,,,True,13,73,313,1153,18793
323737,,,,,,,True,523,97,337,1177,18817
323761,,,,,,,True,569,1,361,1201,18841
323785,,,,,,,True,5,25,385,1225,18865
323809,,,,,,,True,181,49,409,1249,18889
323833,,,,,,,True,17,73,433,1273,18913
323857,,,,,,,True,31,97,457,1297,18937
323881,,,,,,,True,163,1,481,1321,18961
323905,,,,,,,True,5,25,505,1345,18985
323929,,,,,,,True,227,49,529,1369,19009
323953,,,,,,,True,7,73,553,1393,19033
323977,,,,,,,True,127,97,577,1417,19057
324001,,,,,,,True,23,1,601,1441,19081
324025,,,,,,,True,5,25,625,1465,19105
324049,,,,,,,True,11,49,649,1489,19129
324073,7,8,20,81020,13128197230,5251278892,True,,73,673,1513,19153
324097,3,2,10,81025,52519918850,10503983770,True,,97,697,1537,19177
324121,,,,,,,True,7,1,721,1561,19201
324145,,,,,,,True,5,25,745,1585,19225
324169,,,,,,,True,179,49,769,1609,19249
324193,,,,,,,True,73,73,793,1633,19273
324217,3,2,10,81055,52558817870,10511763574,True,,97,817,1657,19297
324241,,,,,,,True,17,1,1,1681,19321
324265,,,,,,,True,5,25,25,1705,19345
324289,,,,,,,True,7,49,49,1729,19369
324313,,,,,,,True,11,73,73,1753,19393
324337,,,,,,,True,13,97,97,1777,19417
324361,15,8,52,81094,13151865467,2023363918,True,,1,121,1801,19441
324385,,,,,,,True,5,25,145,1825,19465
324409,,,,,,,True,401,49,169,1849,19489
324433,,,,,,,True,41,73,193,1873,19513
324457,,,,,,,True,7,97,217,1897,19537
324481,,,,,,,True,29,1,241,1921,19561
324505,,,,,,,True,5,25,265,1945,19585
324529,15,16,44,81136,6582746236,2393725904,True,,49,289,1969,19609
324553,,,,,,,True,23,73,313,1993,19633
324577,,,,,,,True,11,97,337,2017,19657
324601,,,,,,,True,31,1,361,2041,19681
324625,,,,,,,True,5,25,385,2065,19705
324649,,,,,,,True,13,49,409,2089,19729
324673,3,1,11,81169,105413530948,9583048268,True,,73,433,2113,19753
324697,3,2,10,81175,52714557950,10542911590,True,,97,457,2137,19777
324721,,,,,,,True,173,1,481,2161,19801
324745,,,,,,,True,5,25,505,2185,19825
324769,,,,,,,True,79,49,529,2209,19849
324793,,,,,,,True,7,73,553,2233,19873
324817,,,,,,,True,47,97,577,2257,19897
324841,,,,,,,True,11,1,601,2281,19921
324865,,,,,,,True,5,25,625,2305,19945
324889,7,2,26,81224,52777568272,4059812944,True,,49,649,2329,19969
324913,,,,,,,True,59,73,673,2353,19993
324937,,,,,,,True,293,97,697,2377,20017
324961,,,,,,,True,7,1,721,2401,20041
324985,,,,,,,True,5,25,745,2425,20065
325009,15,4,56,81256,26408931304,1886352236,True,,49,769,2449,20089
325033,,,,,,,True,19,73,793,2473,20113
325057,,,,,,,True,17,97,817,2497,20137
325081,47,2,186,81282,52846467684,568241588,True,,1,1,1,20161
325105,,,,,,,True,5,25,25,25,20185
325129,,,,,,,True,7,49,49,49,20209
325153,7,8,20,81290,13215843685,5286337474,True,,73,73,73,20233
325177,,,,,,,True,29,97,97,97,20257
325201,3,1,11,81301,105756666004,9614242364,True,,1,121,121,20281
325225,,,,,,,True,5,25,145,145,20305
325249,11,5,39,81315,21158097948,2712576660,True,,49,169,169,20329
325273,,,,,,,True,13,73,193,193,20353
325297,,,,,,,True,7,97,217,217,20377
325321,,,,,,,True,101,1,241,241,20401
325345,,,,,,,True,5,25,265,265,20425
325369,,,,,,,True,11,49,289,289,20449
325393,,,,,,,True,71,73,313,313,20473
325417,,,,,,,True,41,97,337,337,20497
325441,,,,,,,True,503,1,361,361,20521
325465,,,,,,,True,5,25,385,385,20545
325489,,,,,,,True,19,49,409,409,20569
325513,7,2,26,81380,52980495880,4075422760,True,,73,433,433,20593
325537,3,2,10,81385,52987657490,10597531498,True,,97,457,457,20617
325561,,,,,,,True,379,1,481,481,20641
325585,,,,,,,True,5,25,505,505,20665
325609,,,,,,,True,83,49,529,529,20689
325633,,,,,,,True,7,73,553,553,20713
325657,,,,,,,True,23,97,577,577,20737
325681,15,4,56,81424,26518249744,1894160696,True,,1,601,601,20761
325705,,,,,,,True,5,25,625,625,20785
325729,3,1,11,81433,106100358628,9645487148,True,,49,649,649,20809
325753,7,8,20,81440,13264662160,5305864864,True,,73,673,673,20833
325777,3,2,10,81445,53065815530,10613163106,True,,97,697,697,20857
325801,,,,,,,True,7,1,721,721,20881
325825,,,,,,,True,5,25,745,745,20905
325849,15,4,56,81466,26545614634,1896115331,True,,49,769,769,20929
325873,,,,,,,True,17,73,793,793,20953
325897,,,,,,,True,11,97,817,817,20977
325921,15,8,52,81484,13278673382,2042872828,True,,1,1,841,21001
325945,,,,,,,True,5,25,25,865,21025
325969,,,,,,,True,7,49,49,889,21049
325993,3,1,11,81499,106272414028,9661128548,True,,73,73,913,21073
326017,,,,,,,True,97,97,97,937,21097
326041,,,,,,,True,571,1,121,961,21121
326065,,,,,,,True,5,25,145,985,21145
326089,,,,,,,True,31,49,169,1009,21169
326113,7,8,20,81530,13293996445,5317598578,True,,73,193,1033,21193
326137,,,,,,,True,7,97,217,1057,21217
326161,,,,,,,True,11,1,241,1081,21241
326185,,,,,,,True,5,25,265,1105,21265
326209,,,,,,,True,13,49,289,1129,21289
326233,,,,,,,True,139,73,313,1153,21313
326257,3,1,11,81565,106444608820,9676782620,True,,97,337,1177,21337
326281,,,,,,,True,17,1,361,1201,21361
326305,,,,,,,True,5,25,385,1225,21385
326329,,,,,,,True,59,49,409,1249,21409
326353,7,8,20,81590,13313570635,5325428254,True,,73,433,1273,21433
326377,,,,,,,True,37,97,457,1297,21457
326401,,,,,,,True,19,1,481,1321,21481
326425,,,,,,,True,5,25,505,1345,21505
326449,7,2,26,81614,53285617372,4098893644,True,,49,529,1369,21529
326473,,,,,,,True,7,73,553,1393,21553
326497,3,2,10,81625,53300635250,10660127050,True,,97,577,1417,21577
326521,,,,,,,True,13,1,601,1441,21601
326545,,,,,,,True,5,25,625,1465,21625
326569,,,,,,,True,29,49,649,1489,21649
326593,7,5,23,81650,21333054760,4637620600,True,,73,673,1513,21673
326617,3,2,10,81655,53339822270,10667964454,True,,97,697,1537,21697
326641,,,,,,,True,7,1,721,1561,21721
326665,,,,,,,True,5,25,745,1585,21745
326689,,,,,,,True,11,49,769,1609,21769
326713,,,,,,,True,239,73,793,1633,21793
326737,3,2,10,81685,53379023690,10675804738,True,,97,817,1657,21817
326761,,,,,,,True,23,1,1,1681,21841
326785,,,,,,,True,5,25,25,1705,21865
326809,,,,,,,True,7,49,49,1729,21889
326833,,,,,,,True,13,73,73,1753,21913
326857,,,,,,,True,19,97,97,1777,21937
326881,47,49,139,81732,2180950032,768824112,True,,1,121,1801,21961
326905,,,,,,,True,5,25,145,1825,21985
326929,,,,,,,True,43,49,169,1849,22009
326953,,,,,,,True,11,73,193,1873,22033
326977,,,,,,,True,7,97,217,1897,22057
327001,11,2,42,81753,53466625506,2546029786,True,,1,241,1921,22081
327025,,,,,,,True,5,25,265,1945,22105
327049,,,,,,,True,359,49,289,1969,22129
327073,,,,,,,True,47,73,313,1993,22153
327097,,,,,,,True,17,97,337,2017,22177
327121,,,,,,,True,373,1,361,2041,22201
327145,,,,,,,True,5,25,385,2065,22225
327169,,,,,,,True,53,49,409,2089,22249
327193,7,8,20,81800,13382193700,5352877480,True,,73,433,2113,22273
327217,,,,,,,True,11,97,457,2137,22297
327241,,,,,,,True,229,1,481,2161,22321
327265,,,,,,,True,5,25,505,2185,22345
327289,27,22,86,81829,4869405742,1245661934,True,,49,529,2209,22369
327313,,,,,,,True,7,73,553,2233,22393
327337,3,2,10,81835,53575246790,10715049358,True,,97,577,2257,22417
327361,,,,,,,True,113,1,601,2281,22441
327385,,,,,,,True,5,25,625,2305,22465
327409,11,10,34,81855,10720025478,3152948670,True,,49,649,2329,22489
327433,7,8,20,81860,13401832690,5360733076,True,,73,673,2353,22513
327457,,,,,,,True,13,97,697,2377,22537
327481,,,,,,,True,7,1,721,2401,22561
327505,,,,,,,True,5,25,745,2425,22585
327529,15,4,56,81886,26820039694,1915717121,True,,49,769,2449,22609
327553,7,8,20,81890,13411657585,5364663034,True,,73,793,2473,22633
327577,,,,,,,True,31,97,817,2497,22657
327601,,,,,,,True,83,1,1,1,22681
327625,,,,,,,True,5,25,25,25,22705
327649,,,,,,,True,7,49,49,49,22729
327673,7,8,20,81920,13421486080,5368594432,True,,73,73,73,22753
327697,,,,,,,True,67,97,97,97,22777
327721,39,20,136,81940,5370691748,789807610,True,,1,121,121,22801
327745,,,,,,,True,5,25,145,145,22825
327769,,,,,,,True,13,49,169,169,22849
327793,,,,,,,True,163,73,193,193,22873
327817,,,,,,,True,7,97,217,217,22897
327841,,,,,,,True,137,1,241,241,22921
327865,,,,,,,True,5,25,265,265,22945
327889,83,151,181,81993,712174908,594134868,True,,49,289,289,22969
327913,,,,,,,True,17,73,313,313,22993
327937,,,,,,,True,353,97,337,337,23017
327961,,,,,,,True,29,1,361,361,23041
327985,,,,,,,True,5,25,385,385,23065
328009,,,,,,,True,11,49,409,409,23089
328033,,,,,,,True,223,73,433,433,23113
328057,,,,,,,True,251,97,457,457,23137
328081,,,,,,,True,13,1,481,481,23161
328105,,,,,,,True,5,25,505,505,23185
328129,23,4,88,82038,26919046902,1223593041,True,,49,529,529,23209
328153,,,,,,,True,7,73,553,553,23233
328177,3,2,10,82045,53850563930,10770112786,True,,97,577,577,23257
328201,,,,,,,True,47,1,601,601,23281
328225,,,,,,,True,5,25,625,625,23305
328249,23,8,84,82068,13469369466,1282797092,True,,49,649,649,23329
328273,,,,,,,True,11,73,673,673,23353
328297,,,,,,,True,233,97,697,697,23377
328321,,,,,,,True,7,1,721,721,23401
328345,,,,,,,True,5,25,745,745,23425
328369,,,,,,,True,41,49,769,769,23449
328393,,,,,,,True,13,73,793,793,23473
328417,,,,,,,True,23,97,817,817,23497
328441,,,,,,,True,53,1,1,841,23521
328465,,,,,,,True,5,25,25,865,23545
328489,,,,,,,True,7,49,49,889,23569
328513,7,8,20,82130,13490386345,5396154538,True,,73,73,913,23593
328537,,,,,,,True,11,97,97,937,23617
328561,,,,,,,True,79,1,121,961,23641
328585,,,,,,,True,5,25,145,985,23665
328609,,,,,,,True,347,49,169,1009,23689
328633,3,1,11,82159,108000634588,9818239508,True,,73,193,1033,23713
328657,,,,,,,True,7,97,217,1057,23737
328681,,,,,,,True,19,1,241,1081,23761
328705,,,,,,,True,5,25,265,1105,23785
328729,,,,,,,True,17,49,289,1129,23809
328753,7,8,20,82190,13510104535,5404041814,True,,73,313,1153,23833
328777,3,2,10,82195,54047651030,10809530206,True,,97,337,1177,23857
328801,,,,,,,True,11,1,361,1201,23881
328825,,,,,,,True,5,25,385,1225,23905
328849,11,2,42,82215,54072641070,2574887670,True,,49,409,1249,23929
328873,,,,,,,True,173,73,433,1273,23953
328897,3,1,11,82225,108174223300,9834020300,True,,97,457,1297,23977
328921,23,3,89,82236,36065529808,1215692016,True,,1,481,1321,24001
328945,,,,,,,True,5,25,505,1345,24025
328969,,,,,,,True,23,49,529,1369,24049
328993,,,,,,,True,7,73,553,1393,24073
329017,,,,,,,True,13,97,577,1417,24097
329041,,,,,,,True,37,1,601,1441,24121
329065,,,,,,,True,5,25,625,1465,24145
329089,23,8,84,82278,13538392371,1289370702,True,,49,649,1489,24169
329113,,,,,,,True,397,73,673,1513,24193
329137,,,,,,,True,17,97,697,1537,24217
329161,,,,,,,True,7,1,721,1561,24241
329185,,,,,,,True,5,25,745,1585,24265
