n,d,a,b,x,y,z,verified,covered_by_divisor,n_mod_120,n_mod_840,n_mod_2520,n_mod_27720
475225,,,,,,,True,5,25,625,1465,3985
475249,,,,,,,True,23,49,649,1489,4009
475273,7,2,26,118820,112943875720,8687990440,True,,73,673,1513,4033
475297,3,2,10,118825,112954332050,22590866410,True,,97,697,1537,4057
475321,,,,,,,True,7,1,721,1561,4081
475345,,,,,,,True,5,25,745,1585,4105
475369,11,6,38,118845,37663485870,5946866190,True,,49,769,1609,4129
475393,,,,,,,True,431,73,793,1633,4153
475417,3,1,11,118855,226022750140,20547522740,True,,97,817,1657,4177
475441,23,4,88,118866,56513769906,2568807723,True,,1,1,1681,4201
475465,,,,,,,True,5,25,25,1705,4225
475489,,,,,,,True,7,49,49,1729,4249
475513,,,,,,,True,19,73,73,1753,4273
475537,,,,,,,True,43,97,97,1777,4297
475561,,,,,,,True,37,1,121,1801,4321
475585,,,,,,,True,5,25,145,1825,4345
475609,,,,,,,True,17,49,169,1849,4369
475633,,,,,,,True,31,73,193,1873,4393
475657,,,,,,,True,7,97,217,1897,4417
475681,3,1,11,118921,226273840804,20570349164,True,,1,241,1921,4441
475705,,,,,,,True,5,25,265,1945,4465
475729,23,6,86,118938,37721503868,2631732828,True,,49,289,1969,4489
475753,7,8,20,118940,28293030910,11317212364,True,,73,313,1993,4513
475777,3,2,10,118945,113182590530,22636518106,True,,97,337,2017,4537
475801,,,,,,,True,23,1,361,2041,4561
475825,,,,,,,True,5,25,385,2065,4585
475849,,,,,,,True,11,49,409,2089,4609
475873,,,,,,,True,467,73,433,2113,4633
475897,3,2,10,118975,113239691150,22647938230,True,,97,457,2137,4657
475921,23,8,84,118986,28313968053,2696568386,True,,1,481,2161,4681
475945,,,,,,,True,5,25,505,2185,4705
475969,,,,,,,True,13,49,529,2209,4729
475993,,,,,,,True,7,73,553,2233,4753
476017,,,,,,,True,17,97,577,2257,4777
476041,15,4,56,119014,56655543574,4046824541,True,,1,601,2281,4801
476065,,,,,,,True,5,25,625,2305,4825
476089,23,1,91,119028,226671685968,2490897648,True,,49,649,2329,4849
476113,,,,,,,True,11,73,673,2353,4873
476137,3,2,10,119035,113353935590,22670787118,True,,97,697,2377,4897
476161,,,,,,,True,7,1,721,2401,4921
476185,,,,,,,True,5,25,745,2425,4945
476209,,,,,,,True,29,49,769,2449,4969
476233,7,8,20,119060,28350150490,11340060196,True,,73,793,2473,4993
476257,,,,,,,True,107,97,817,2497,5017
476281,,,,,,,True,13,1,1,1,5041
476305,,,,,,,True,5,25,25,25,5065
476329,,,,,,,True,7,49,49,49,5089
476353,,,,,,,True,23,73,73,73,5113
476377,,,,,,,True,11,97,97,97,5137
476401,19,35,41,119105,6484770412,5535779620,True,,1,121,121,5161
476425,,,,,,,True,5,25,145,145,5185
476449,,,,,,,True,37,49,169,169,5209
476473,,,,,,,True,227,73,193,193,5233
476497,,,,,,,True,7,97,217,217,5257
476521,,,,,,,True,113,1,241,241,5281
476545,,,,,,,True,5,25,265,265,5305
476569,,,,,,,True,43,49,289,289,5329
476593,,,,,,,True,13,73,313,313,5353
476617,,,,,,,True,73,97,337,337,5377
476641,,,,,,,True,11,1,361,361,5401
476665,,,,,,,True,5,25,385,385,5425
476689,,,,,,,True,271,49,409,409,5449
476713,7,8,20,119180,28407327670,11362931068,True,,73,433,433,5473
476737,3,1,11,119185,227279597380,20661781580,True,,97,457,457,5497
476761,,,,,,,True,491,1,481,481,5521
476785,,,,,,,True,5,25,505,505,5545
476809,,,,,,,True,157,49,529,529,5569
476833,,,,,,,True,7,73,553,553,5593
476857,,,,,,,True,281,97,577,577,5617
476881,,,,,,,True,19,1,601,601,5641
476905,,,,,,,True,5,25,625,625,5665
476929,15,8,52,119236,28433553122,4374392788,True,,49,649,649,5689
476953,,,,,,,True,41,73,673,673,5713
476977,3,2,10,119245,113754244730,22750848946,True,,97,697,697,5737
477001,,,,,,,True,7,1,721,721,5761
477025,,,,,,,True,5,25,745,745,5785
477049,,,,,,,True,71,49,769,769,5809
477073,7,8,20,119270,28450248355,11380099342,True,,73,793,793,5833
477097,,,,,,,True,47,97,817,817,5857
477121,,,,,,,True,31,1,1,841,5881
477145,,,,,,,True,5,25,25,865,5905
477169,,,,,,,True,7,49,49,889,5929
477193,,,,,,,True,439,73,73,913,5953
477217,,,,,,,True,13,97,97,937,5977
477241,,,,,,,True,17,1,121,961,6001
477265,,,,,,,True,5,25,145,985,6025
477289,,,,,,,True,193,49,169,1009,6049
477313,7,8,20,119330,28478880145,11391552058,True,,73,193,1033,6073
477337,,,,,,,True,7,97,217,1057,6097
477361,11,2,42,119343,113939387646,5425685126,True,,1,241,1081,6121
477385,,,,,,,True,5,25,265,1105,6145
477409,19,17,59,119357,13407554356,3863193628,True,,49,289,1129,6169
477433,,,,,,,True,11,73,313,1153,6193
477457,,,,,,,True,23,97,337,1177,6217
477481,,,,,,,True,691,1,361,1201,6241
477505,,,,,,,True,5,25,385,1225,6265
477529,,,,,,,True,13,49,409,1249,6289
477553,7,8,20,119390,28507526335,11403010534,True,,73,433,1273,6313
477577,3,2,10,119395,114040611830,22808122366,True,,97,457,1297,6337
477601,,,,,,,True,29,1,481,1321,6361
477625,,,,,,,True,5,25,505,1345,6385
477649,,,,,,,True,17,49,529,1369,6409
477673,,,,,,,True,7,73,553,1393,6433
477697,,,,,,,True,11,97,577,1417,6457
477721,11,3,41,119433,76074202924,5566405092,True,,1,601,1441,6481
477745,,,,,,,True,5,25,625,1465,6505
477769,7,2,26,119444,114133280872,8779483144,True,,49,649,1489,6529
477793,,,,,,,True,19,73,673,1513,6553
477817,,,,,,,True,103,97,697,1537,6577
477841,,,,,,,True,7,1,721,1561,6601
477865,,,,,,,True,5,25,745,1585,6625
477889,,,,,,,True,223,49,769,1609,6649
477913,7,8,20,119480,28550522620,11420209048,True,,73,793,1633,6673
477937,,,,,,,True,41,97,817,1657,6697
477961,,,,,,,True,11,1,1,1681,6721
477985,,,,,,,True,5,25,25,1705,6745
478009,,,,,,,True,7,49,49,1729,6769
478033,,,,,,,True,101,73,73,1753,6793
478057,,,,,,,True,17,97,97,1777,6817
478081,,,,,,,True,389,1,121,1801,6841
478105,,,,,,,True,5,25,145,1825,6865
478129,11,5,39,119535,45722520012,5861861540,True,,49,169,1849,6889
478153,,,,,,,True,13,73,193,1873,6913
478177,,,,,,,True,7,97,217,1897,6937
478201,,,,,,,True,367,1,241,1921,6961
478225,,,,,,,True,5,25,265,1945,6985
478249,,,,,,,True,19,49,289,1969,7009
478273,7,8,20,119570,28593551305,11437420522,True,,73,313,1993,7033
478297,,,,,,,True,29,97,337,2017,7057
478321,3,1,11,119581,228792414004,20799310364,True,,1,361,2041,7081
478345,,,,,,,True,5,25,385,2065,7105
478369,,,,,,,True,73,49,409,2089,7129
478393,,,,,,,True,401,73,433,2113,7153
478417,3,2,10,119605,114442130570,22888426114,True,,97,457,2137,7177
478441,23,3,89,119616,76305598208,2572098816,True,,1,481,2161,7201
478465,,,,,,,True,5,25,505,2185,7225
478489,,,,,,,True,11,49,529,2209,7249
478513,,,,,,,True,7,73,553,2233,7273
478537,,,,,,,True,53,97,577,2257,7297
478561,,,,,,,True,23,1,601,2281,7321
478585,,,,,,,True,5,25,625,2305,7345
478609,,,,,,,True,31,49,649,2329,7369
478633,,,,,,,True,43,73,673,2353,7393
478657,,,,,,,True,251,97,697,2377,7417
478681,,,,,,,True,7,1,721,2401,7441
478705,,,,,,,True,5,25,745,2425,7465
478729,15,4,56,119686,57297159094,4092654221,True,,49,769,2449,7489
478753,,,,,,,True,11,73,793,2473,7513
478777,,,,,,,True,13,97,817,2497,7537
478801,15,8,52,119704,28657197452,4408799608,True,,1,1,1,7561
478825,,,,,,,True,5,25,25,25,7585
478849,,,,,,,True,7,49,49,49,7609
478873,,,,,,,True,17,73,73,73,7633
478897,3,2,10,119725,114671886650,22934377330,True,,97,97,97,7657
478921,,,,,,,True,41,1,121,121,7681
478945,,,,,,,True,5,25,145,145,7705
478969,,,,,,,True,509,49,169,169,7729
478993,,,,,,,True,29,73,193,193,7753
479017,,,,,,,True,7,97,217,217,7777
479041,11,2,42,119763,114742774566,5463941646,True,,1,241,241,7801
479065,,,,,,,True,5,25,265,265,7825
479089,,,,,,,True,13,49,289,289,7849
479113,,,,,,,True,23,73,313,313,7873
479137,3,2,10,119785,114786851090,22957370218,True,,97,337,337,7897
479161,,,,,,,True,19,1,361,361,7921
479185,,,,,,,True,5,25,385,385,7945
479209,11,2,42,119805,114823268490,5467774690,True,,49,409,409,7969
479233,,,,,,,True,113,73,433,433,7993
479257,,,,,,,True,59,97,457,457,8017
479281,,,,,,,True,11,1,481,481,8041
479305,,,,,,,True,5,25,505,505,8065
479329,,,,,,,True,131,49,529,529,8089
479353,,,,,,,True,7,73,553,553,8113
479377,3,1,11,119845,229803746260,20891249660,True,,97,577,577,8137
479401,,,,,,,True,13,1,601,601,8161
479425,,,,,,,True,5,25,625,625,8185
479449,,,,,,,True,263,49,649,649,8209
479473,7,8,20,119870,28737214255,11494885702,True,,73,673,673,8233
479497,3,2,10,119875,114959405750,22991881150,True,,97,697,697,8257
479521,,,,,,,True,7,1,721,721,8281
479545,,,,,,,True,5,25,745,745,8305
479569,15,4,56,119896,57498404824,4107028916,True,,49,769,769,8329
479593,7,8,20,119900,28751600350,11500640140,True,,73,793,793,8353
479617,,,,,,,True,19,97,817,817,8377
479641,,,,,,,True,293,1,1,841,8401
479665,,,,,,,True,5,25,25,865,8425
479689,,,,,,,True,7,49,49,889,8449
479713,,,,,,,True,13,73,73,913,8473
479737,,,,,,,True,593,97,97,937,8497
479761,15,2,58,119944,115088906768,3968582992,True,,1,121,961,8521
479785,,,,,,,True,5,25,145,985,8545
479809,,,,,,,True,11,49,169,1009,8569
479833,7,8,20,119960,28780383340,11512153336,True,,73,193,1033,8593
479857,,,,,,,True,7,97,217,1057,8617
479881,11,2,42,119973,115145526426,5483120306,True,,1,241,1081,8641
479905,,,,,,,True,5,25,265,1105,8665
479929,,,,,,,True,149,49,289,1129,8689
479953,7,2,26,119990,115179120940,8859932380,True,,73,313,1153,8713
479977,,,,,,,True,89,97,337,1177,8737
480001,,,,,,,True,37,1,361,1201,8761
480025,,,,,,,True,5,25,385,1225,8785
480049,11,2,42,120015,115226161470,5486960070,True,,49,409,1249,8809
480073,,,,,,,True,11,73,433,1273,8833
480097,,,,,,,True,17,97,457,1297,8857
480121,,,,,,,True,73,1,481,1321,8881
480145,,,,,,,True,5,25,505,1345,8905
480169,3,1,11,120043,230563709068,20960337188,True,,49,529,1369,8929
480193,,,,,,,True,7,73,553,1393,8953
480217,,,,,,,True,23,97,577,1417,8977
480241,,,,,,,True,79,1,601,1441,9001
480265,,,,,,,True,5,25,625,1465,9025
480289,,,,,,,True,103,49,649,1489,9049
480313,,,,,,,True,241,73,673,1513,9073
480337,,,,,,,True,11,97,697,1537,9097
480361,,,,,,,True,7,1,721,1561,9121
480385,,,,,,,True,5,25,745,1585,9145
480409,11,10,34,120105,23079809178,6788179170,True,,49,769,1609,9169
480433,,,,,,,True,353,73,793,1633,9193
480457,,,,,,,True,67,97,817,1657,9217
480481,,,,,,,True,47,1,1,1681,9241
480505,,,,,,,True,5,25,25,1705,9265
480529,,,,,,,True,7,49,49,1729,9289
480553,7,8,20,120140,28866818710,11546727484,True,,73,73,1753,9313
480577,,,,,,,True,157,97,97,1777,9337
480601,,,,,,,True,11,1,121,1801,9361
480625,,,,,,,True,5,25,145,1825,9385
480649,,,,,,,True,13,49,169,1849,9409
480673,,,,,,,True,59,73,193,1873,9433
480697,,,,,,,True,7,97,217,1897,9457
480721,,,,,,,True,647,1,241,1921,9481
480745,,,,,,,True,5,25,265,1945,9505
480769,,,,,,,True,23,49,289,1969,9529
480793,,,,,,,True,167,73,313,1993,9553
480817,,,,,,,True,283,97,337,2017,9577
480841,,,,,,,True,31,1,361,2041,9601
480865,,,,,,,True,5,25,385,2065,9625
480889,,,,,,,True,37,49,409,2089,9649
480913,,,,,,,True,17,73,433,2113,9673
480937,3,2,10,120235,115650920390,23130184078,True,,97,457,2137,9697
480961,,,,,,,True,13,1,481,2161,9721
480985,,,,,,,True,5,25,505,2185,9745
481009,23,24,68,120258,9640863387,3402657666,True,,49,529,2209,9769
481033,,,,,,,True,7,73,553,2233,9793
481057,,,,,,,True,463,97,577,2257,9817
481081,,,,,,,True,29,1,601,2281,9841
481105,,,,,,,True,5,25,625,2305,9865
481129,,,,,,,True,11,49,649,2329,9889
481153,7,5,23,120290,46302315496,10065720760,True,,73,673,2353,9913
481177,3,2,10,120295,115766374430,23153274886,True,,97,697,2377,9937
481201,,,,,,,True,7,1,721,2401,9961
481225,,,,,,,True,5,25,745,2425,9985
481249,11,5,39,120315,46321178748,5938612660,True,,49,769,2449,10009
481273,,,,,,,True,13,73,793,2473,10033
481297,3,2,10,120325,115824123050,23164824610,True,,97,817,2497,10057
481321,,,,,,,True,17,1,1,1,10081
481345,,,,,,,True,5,25,25,25,10105
481369,,,,,,,True,7,49,49,49,10129
481393,,,,,,,True,11,73,73,73,10153
481417,3,2,10,120355,115881886070,23176377214,True,,97,97,97,10177
481441,,,,,,,True,19,1,121,121,10201
481465,,,,,,,True,5,25,145,145,10225
481489,3,1,11,120373,231833101588,21075736508,True,,49,169,169,10249
481513,7,2,26,120380,115929069880,8917620760,True,,73,193,193,10273
481537,,,,,,,True,7,97,217,217,10297
481561,,,,,,,True,397,1,241,241,10321
481585,,,,,,,True,5,25,265,265,10345
481609,,,,,,,True,47,49,289,289,10369
481633,7,8,20,120410,28996714765,11598685906,True,,73,313,313,10393
481657,,,,,,,True,11,97,337,337,10417
481681,31,56,68,120428,4143419962,3412228204,True,,1,361,361,10441
481705,,,,,,,True,5,25,385,385,10465
481729,,,,,,,True,17,49,409,409,10489
481753,3,1,11,120439,232087398268,21098854388,True,,73,433,433,10513
481777,,,,,,,True,29,97,457,457,10537
481801,23,8,84,120456,29017910628,2763610536,True,,1,481,481,10561
481825,,,,,,,True,5,25,505,505,10585
481849,15,2,58,120466,116092843268,4003201492,True,,49,529,529,10609
481873,,,,,,,True,7,73,553,553,10633
481897,,,,,,,True,13,97,577,577,10657
481921,,,,,,,True,11,1,601,601,10681
481945,,,,,,,True,5,25,625,625,10705
481969,,,,,,,True,349,49,649,649,10729
481993,,,,,,,True,97,73,673,673,10753
482017,3,1,11,120505,232341834340,21121984940,True,,97,697,697,10777
482041,,,,,,,True,7,1,721,721,10801
482065,,,,,,,True,5,25,745,745,10825
482089,,,,,,,True,59,49,769,769,10849
482113,,,,,,,True,89,73,793,793,10873
482137,,,,,,,True,17,97,817,817,10897
482161,,,,,,,True,71,1,1,841,10921
482185,,,,,,,True,5,25,25,865,10945
482209,,,,,,,True,7,49,49,889,10969
482233,7,8,20,120560,29069005240,11627602096,True,,73,73,913,10993
482257,,,,,,,True,277,97,97,937,11017
482281,3,1,11,120571,232596409804,21145128164,True,,1,121,961,11041
482305,,,,,,,True,5,25,145,985,11065
482329,,,,,,,True,31,49,169,1009,11089
482353,,,,,,,True,19,73,193,1033,11113
482377,,,,,,,True,7,97,217,1057,11137
482401,11,2,42,120603,116358015606,5540857886,True,,1,241,1081,11161
482425,,,,,,,True,5,25,265,1105,11185
482449,,,,,,,True,11,49,289,1129,11209
482473,,,,,,,True,29,73,313,1153,11233
482497,,,,,,,True,173,97,337,1177,11257
482521,,,,,,,True,13,1,361,1201,11281
482545,,,,,,,True,5,25,385,1225,11305
482569,11,2,42,120645,116439074010,5544717810,True,,49,409,1249,11329
482593,7,8,20,120650,29112422725,11644969090,True,,73,433,1273,11353
482617,,,,,,,True,487,97,457,1297,11377
482641,11,3,41,120663,77649214644,5681649852,True,,1,481,1321,11401
482665,,,,,,,True,5,25,505,1345,11425
482689,35,2,138,120681,116502782418,1688446122,True,,49,529,1369,11449
482713,,,,,,,True,7,73,553,1393,11473
482737,,,,,,,True,47,97,577,1417,11497
482761,,,,,,,True,43,1,601,1441,11521
482785,,,,,,,True,5,25,625,1465,11545
482809,,,,,,,True,19,49,649,1489,11569
482833,,,,,,,True,13,73,673,1513,11593
482857,,,,,,,True,41,97,697,1537,11617
482881,,,,,,,True,7,1,721,1561,11641
482905,,,,,,,True,5,25,745,1585,11665
482929,,,,,,,True,331,49,769,1609,11689
482953,,,,,,,True,17,73,793,1633,11713
482977,,,,,,,True,11,97,817,1657,11737
483001,,,,,,,True,547,1,1,1681,11761
483025,,,,,,,True,5,25,25,1705,11785
483049,,,,,,,True,7,49,49,1729,11809
483073,,,,,,,True,31,73,73,1753,11833
483097,3,2,10,120775,116692080350,23338416070,True,,97,97,1777,11857
483121,,,,,,,True,179,1,121,1801,11881
483145,,,,,,,True,5,25,145,1825,11905
483169,,,,,,,True,29,49,169,1849,11929
483193,,,,,,,True,271,73,193,1873,11953
483217,,,,,,,True,7,97,217,1897,11977
483241,,,,,,,True,11,1,241,1921,12001
483265,,,,,,,True,5,25,265,1945,12025
483289,63,4,248,120838,58399676182,941930261,True,,49,289,1969,12049
483313,,,,,,,True,443,73,313,1993,12073
483337,3,1,11,120835,233616105580,21237827780,True,,97,337,2017,12097
483361,,,,,,,True,17,1,361,2041,12121
483385,,,,,,,True,5,25,385,2065,12145
483409,11,2,42,120855,116844789390,5564037590,True,,49,409,2089,12169
483433,7,8,20,120860,29213856190,11685542476,True,,73,433,2113,12193
483457,,,,,,,True,13,97,457,2137,12217
483481,11,1,43,120873,233759195652,5436260364,True,,1,481,2161,12241
483505,,,,,,,True,5,25,505,2185,12265
483529,,,,,,,True,23,49,529,2209,12289
483553,,,,,,,True,7,73,553,2233,12313
483577,3,2,10,120895,116924082830,23384816566,True,,97,577,2257,12337
483601,,,,,,,True,281,1,601,2281,12361
483625,,,,,,,True,5,25,625,2305,12385
483649,23,8,84,120918,29240934891,2784850942,True,,49,649,2329,12409
483673,,,,,,,True,67,73,673,2353,12433
483697,3,2,10,120925,116982119450,23396423890,True,,97,697,2377,12457
483721,,,,,,,True,7,1,721,2401,12481
483745,,,,,,,True,5,25,745,2425,12505
483769,,,,,,,True,11,49,769,2449,12529
483793,,,,,,,True,43,73,793,2473,12553
483817,,,,,,,True,31,97,817,2497,12577
483841,,,,,,,True,41,1,1,1,12601
483865,,,,,,,True,5,25,25,25,12625
483889,,,,,,,True,7,49,49,49,12649
483913,,,,,,,True,61,73,73,73,12673
483937,3,2,10,120985,117098235890,23419647178,True,,97,97,97,12697
483961,,,,,,,True,107,1,121,121,12721
483985,,,,,,,True,5,25,145,145,12745
484009,,,,,,,True,521,49,169,169,12769
484033,,,,,,,True,11,73,193,193,12793
484057,,,,,,,True,7,97,217,217,12817
484081,,,,,,,True,13,1,241,241,12841
484105,,,,,,,True,5,25,265,265,12865
484129,3,1,11,121033,234382341028,21307485548,True,,49,289,289,12889
484153,7,8,20,121040,29300939560,11720375824,True,,73,313,313,12913
484177,,,,,,,True,17,97,337,337,12937
484201,19,5,71,121055,46891961644,3302250820,True,,1,361,361,12961
484225,,,,,,,True,5,25,385,385,12985
484249,,,,,,,True,89,49,409,409,13009
484273,,,,,,,True,163,73,433,433,13033
484297,,,,,,,True,11,97,457,457,13057
484321,,,,,,,True,97,1,481,481,13081
484345,,,,,,,True,5,25,505,505,13105
484369,11,5,39,121095,46923731244,6015862980,True,,49,529,529,13129
484393,,,,,,,True,7,73,553,553,13153
484417,3,2,10,121105,117330641570,23466128314,True,,97,577,577,13177
484441,,,,,,,True,37,1,601,601,13201
484465,,,,,,,True,5,25,625,625,13225
484489,11,6,38,121125,39122486750,6177234750,True,,49,649,649,13249
484513,,,,,,,True,661,73,673,673,13273
484537,,,,,,,True,181,97,697,697,13297
484561,,,,,,,True,7,1,721,721,13321
484585,,,,,,,True,5,25,745,745,13345
484609,11,3,41,121155,78283737860,5728078380,True,,49,769,769,13369
484633,,,,,,,True,19,73,793,793,13393
484657,,,,,,,True,113,97,817,817,13417
484681,,,,,,,True,251,1,1,841,13441
484705,,,,,,,True,5,25,25,865,13465
484729,,,,,,,True,7,49,49,889,13489
484753,,,,,,,True,307,73,73,913,13513
484777,3,2,10,121195,117505097030,23501019406,True,,97,97,937,13537
484801,,,,,,,True,167,1,121,961,13561
484825,,,,,,,True,5,25,145,985,13585
484849,,,,,,,True,311,49,169,1009,13609
484873,,,,,,,True,233,73,193,1033,13633
484897,,,,,,,True,7,97,217,1057,13657
484921,,,,,,,True,59,1,241,1081,13681
484945,,,,,,,True,5,25,265,1105,13705
484969,,,,,,,True,83,49,289,1129,13729
484993,,,,,,,True,17,73,313,1153,13753
485017,,,,,,,True,13,97,337,1177,13777
485041,15,8,52,121264,29409005912,4524462448,True,,1,361,1201,13801
485065,,,,,,,True,5,25,385,1225,13825
485089,,,,,,,True,11,49,409,1249,13849
485113,7,8,20,121280,29417252320,11766900928,True,,73,433,1273,13873
485137,3,2,10,121285,117679682090,23535936418,True,,97,457,1297,13897
485161,23,8,84,121296,29424044328,2802289936,True,,1,481,1321,13921
485185,,,,,,,True,5,25,505,1345,13945
485209,19,29,47,121307,8118516988,5009297716,True,,49,529,1369,13969
485233,,,,,,,True,7,73,553,1393,13993
485257,,,,,,,True,29,97,577,1417,14017
485281,,,,,,,True,67,1,601,1441,14041
485305,,,,,,,True,5,25,625,1465,14065
485329,,,,,,,True,13,49,649,1489,14089
485353,,,,,,,True,11,73,673,1513,14113
485377,,,,,,,True,61,97,697,1537,14137
485401,,,,,,,True,7,1,721,1561,14161
485425,,,,,,,True,5,25,745,1585,14185
485449,,,,,,,True,587,49,769,1609,14209
485473,,,,,,,True,257,73,793,1633,14233
485497,3,2,10,121375,117854396750,23570879350,True,,97,817,1657,14257
485521,,,,,,,True,127,1,1,1681,14281
485545,,,,,,,True,5,25,25,1705,14305
485569,,,,,,,True,7,49,49,1729,14329
485593,7,8,20,121400,29475495100,11790198040,True,,73,73,1753,14353
485617,,,,,,,True,11,97,97,1777,14377
485641,,,,,,,True,13,1,121,1801,14401
485665,,,,,,,True,5,25,145,1825,14425
485689,71,8,276,121440,29491036080,854812640,True,,49,169,1849,14449
485713,,,,,,,True,191,73,193,1873,14473
485737,,,,,,,True,7,97,217,1897,14497
485761,,,,,,,True,263,1,241,1921,14521
485785,,,,,,,True,5,25,265,1945,14545
485809,,,,,,,True,17,49,289,1969,14569
485833,7,8,20,121460,29504638090,11801855236,True,,73,313,1993,14593
485857,,,,,,,True,43,97,337,2017,14617
485881,,,,,,,True,11,1,361,2041,14641
485905,,,,,,,True,5,25,385,2065,14665
485929,,,,,,,True,79,49,409,2089,14689
485953,,,,,,,True,13,73,433,2113,14713
485977,3,1,11,121495,236175102460,21470463860,True,,97,457,2137,14737
486001,,,,,,,True,19,1,481,2161,14761
486025,,,,,,,True,5,25,505,2185,14785
486049,,,,,,,True,31,49,529,2209,14809
486073,,,,,,,True,7,73,553,2233,14833
486097,,,,,,,True,241,97,577,2257,14857
486121,,,,,,,True,47,1,601,2281,14881
486145,,,,,,,True,5,25,625,2305,14905
486169,,,,,,,True,53,49,649,2329,14929
486193,7,2,26,121550,118193518300,9091809100,True,,73,673,2353,14953
