focus_r,d,a,b,missing_prime,count,avg_lift_ratio,example_residues
841,79,2,314,157,147,157,17778601;47328121;225225841;254775361;443363761
961,63,1,251,251,147,251,31832761;59700601;92133001;36269994721;202397155921
961,59,3,233,233,147,233,67509843361;125091767761;190880771041;437622626401;165730285681
361,47,72,116,3,146,76.6438356164,24264601;76516801;86967241;21855233761;52036104481
529,71,1,283,283,146,283,103543969;119279689;123993269929;63876212929;170209319809
289,107,2,426,71,145,71,19244305369;33017865169;46791424969;66074408689;104640376129
529,79,158,158,79,144,79,62703169;76462506649;18975236809;63499876969;186929543329
289,39,64,92,2,143,106.111888112,21261529;13812959449;20951931289;28090903129;42368846809
289,35,9,131,3,143,393,6789903409;31116725929;52533641449;122604202009;519049931689
529,143,8,564,47,143,47,18018529;34955449;32689337209;47531724769;56361505729
289,107,54,374,3,142,8.57746478873,1592070769;6131525689;8575847569;9623414089;10321791769
841,19,23,53,53,142,997.295774648,28108921;36397201;129970681;182823481;276396961
961,15,23,37,23,142,734.38028169,88649521;21576676081;42888606721;155537382961;584820557281
961,131,6,518,37,142,37,22635654001;27533426881;47124518401;120591111601;130386657361
361,59,3,233,233,141,233,18906528001;383852229121;74585271121;154200326641;155414499601
289,71,10,274,137,139,137,20679859489;31310719729;36626149849;111042171529;40312392409
361,39,64,92,2,139,46,85766041;107868121;129970201;152072281;24110727001
361,39,64,92,23,139,46,85766041;107868121;129970201;152072281;24110727001
529,71,3,281,281,139,281,73832359129;15030015529;98067530089;120611651689;150858348169
529,71,6,278,139,138,139,13694209;213981648409;208722194209;128878670449;47532445489
289,95,24,356,89,137,89,31471729;2832429889;71894222689;75347312329;92612760529
361,19,23,53,53,137,1057.2919708,144744961;1214293441;164780736481;267811984801;101817436081
841,71,36,248,31,137,79.4233576642,16697521;39039841;106066801;240120721;284805361
289,71,15,269,269,136,269,19459729;31233122209;54085591849;62543721529;116706790489
361,59,7,229,229,136,229,160480681;18733074721;257057881441;12488876761;61749728401
961,83,6,326,163,136,163,136078663681;193792960321;625326462721;79291693441;187175069041
841,35,18,122,3,135,180.333333333,87688441;109670401;219580201;241562161;307508041
529,15,23,37,37,134,37,95976409;3571528489;11086235689;17473736809;24988444009
529,71,16,268,67,134,67,155075449;111218027449;9957588169;161003202889;186177472009
361,119,6,470,47,133,47,100781041;112072321;56545889761;53423850841;94185371641
289,119,4,472,59,132,59,19339609;14937643009;72165814009;97346209249;415534840009
289,71,1,283,283,132,283,6557110849;76976860249;83417454409;116357601649;11368517449
529,39,32,124,31,132,31,130570969;7890803449;13714701529;19538599609;37010293849
529,71,15,269,269,132,269,29495586649;71953922569;178850632489;24236372689;74772778609
361,35,41,99,3,131,116.58778626,31351681;134775001;27926098561;91930358881;134599865761
289,119,2,474,79,130,79,1164083209;25684899529;34880205649;65531226049;74726532169
289,119,12,464,2,130,29.5692307692,89392943929;170676466249;586987161049;130170560809;800768328649
361,71,12,272,17,130,17,34114441;46366681;111711961;119880121;123964201
841,59,3,233,233,130,233,27628441;94295041;139580281;195556201;251532121
289,15,23,37,23,129,812.488372093,10811089;10437467329;32087175409;43455212089;53504090929
361,79,44,272,17,129,17,16216561;24384721;89730001;159159361;11970318721
841,23,38,54,3,129,101.23255814,50811601;91892641;132973681;256216801;297297841
289,71,6,278,139,128,139,5858733169;70575064849;92147175409;97540203049;102933230689
529,35,18,122,3,128,183,12493009;56456929;28369221409;200268148609;58616398369
961,87,2,346,173,128,173,194057704801;97427170801;117283006801;163083801841;211929158401
289,103,8,404,101,127,101,17657929;3026423689;69643894609;81399918889;85318593649
841,15,17,43,43,127,568.480314961,24865681;123003721;200481121;288288841;298619161
361,75,2,298,149,126,149,29309641;152465553601;385066402081;420624324481;37292695801
841,119,16,460,23,125,23,147267961;169370041;196997641;456697081;467748121
961,119,4,472,59,125,59,67868761;74955841;103304161;116090455441;123900417601
961,35,9,131,3,125,393,81682561;113754601;97690954321;121120840801;19327068721
961,95,88,292,73,125,73,5030146081;169304095921;198293616481;133299567361;171952261441
841,119,6,470,47,124,47,49129921;128168881;291892441;314475001;320120641
841,63,1,251,251,124,251,109910641;200361001;293093641;323243761;140370551161
529,119,24,452,113,123,113,112192609;31562131129;109339350649;180165466009;19726707529
841,95,26,354,59,123,59,49370161;134415121;162763441;297417961;17292235801
289,71,3,281,281,122,281,100527707569;111430159129;35889333769;57694236889;94009876249
361,119,16,460,23,122,23,142702921;148228441;65912967481;121764923641;217511134201
361,19,23,53,23,122,1179.78688525,144744961;1214293441;164780736481;267811984801;101817436081
529,71,48,236,59,122,59,25105609;67628089;138498889;152673049;33065072569
529,119,12,464,29,122,29,117838249;751831609;44337133369;98818760569;66317892169
961,119,16,460,23,122,23,9797348521;25020156121;40242963721;52421209801;95045071081
361,63,16,236,59,121,59,19820161;161832030721;223234491841;264169465921;386974388161
841,35,9,131,3,121,393,39760561;228589201;275796361;323003521;338138641
961,71,36,248,3,121,93,123844681;56258923681;130122633601;216296961841;29917328401
961,79,158,158,79,121,79,79290972721;142035414481;199750431841;210207838801;32431920481
361,83,6,326,163,120,163,125886121;165045241;112571299201;137548571521;278912994721
529,135,4,536,67,120,67,44565049;27617150089;95437983169;158373655969;157810293169
841,71,36,248,3,120,83.25,16697521;39039841;106066801;240120721;284805361
841,71,48,236,59,120,59,163257014761;193263711481;913424432761;531983613001;120536096521
289,119,12,464,29,118,44.7288135593,25296911929;41049208489;92806754329;99557738569;115310035129
361,79,2,314,157,118,157,17692355041;101643742561;208317509761;235549674721;237804567361
361,59,42,194,97,118,97,22375833841;39200802001;106500674641;123325642801;257925388081
841,19,23,53,23,118,1188.59322034,28108921;36397201;129970681;182823481;276396961
529,55,32,188,47,117,47,71712169;11272661929;28932223849;37762004809;55421566729
961,71,3,281,281,117,281,8471824321;5295611281;191278608481;414458205121;145478173801
289,99,2,394,197,116,197,543303049;15830014489;41631189889;46403437369;538449311689
289,75,26,274,137,116,137,27353246209;37984106449;69876687169;75192117289;52301209249
529,71,5,279,3,116,82.1379310345,55375849;88889329;178258609;49409560729;168706378369
529,23,38,54,3,116,104.172413793,112913329;153994369;96940924609;610946897089;14655601489
529,191,20,744,31,116,31,261887906809;3945822409;38889210889;56360905129;91304293609
961,35,18,122,3,116,183,33754681;77718601;148521894481;27269403121;124165882801
961,79,80,236,59,116,59,87928801;130451281;43815212401;67245098881;145344720481
961,39,64,92,2,116,64.4827586207,22902200281;35080446361;47258692441;108149922841;169041153241
961,71,1,283,283,115,283,18532114561;55993458481;41036116081;136608873361;43551669121
961,59,50,186,31,115,143.139130435,125886241441;166921635841;128269422241;189822513841;119797959241
961,59,50,186,5,113,143.053097345,42623862241;63141559441;186247742641;309353925841;125886241441
289,55,32,188,47,112,145.616071429,12853129;35435689;14510856649;43687524169;87452525449
289,47,9,179,179,112,476.267857143,21742009;70652662369;92069577889;279002003569;24210907009
361,15,17,43,43,112,387,69669961;114999645121;241793992801;368588340481;44577853681
841,167,24,644,23,112,23,344985481;356036521;361562041;180040421401;162239958721
961,107,2,426,71,112,71,57979042081;95572758241;170760190561;48051844801;76247131921
529,83,1,331,331,111,331,80240689;128126118649;7515308329;69699510409;131883712489
961,19,23,53,53,110,922.2,24745681;61021921;69310201;112516404961;170363073841
961,143,8,564,47,110,47,27988921;41167767601;27798892081;90013844881;121121321281
289,103,56,356,89,109,89,5315550529;39846446929;74377343329;102002060449;126173687929
289,111,8,436,109,109,109,13579686409;55870334809;93931918369;102390048049;233491058089
361,71,36,248,31,109,66.2660550459,57297601;90811081;113153401;84645321121;197563406401
841,83,6,326,163,109,163,277958521;284204761;317117641;401682121;460420801
961,23,19,73,73,108,73,18499441;16679143441;20650310641;26342316961;30313484161
529,71,72,212,53,107,104.514018692,30871369;107267689;25738233049;85480155289;94685911849
529,35,9,131,3,107,393,155195569;9770321089;157434317569;25363819009;46780734529
289,151,164,440,41,106,41,41980378729;45161877049;62660117809;123108585889;52184812969
361,87,56,292,73,106,73,36078402721;213347654881;365292728161;377954817601;34517563441
529,87,112,236,59,106,59,53934409;12399627769;34568014009;67820593369;112157365849
529,103,8,404,101,106,101,76997449;161922289;65566181209;91116425929;167014968649
529,143,4,568,71,106,71,126126529;143183569;105018394009;331774683769;144846582409
289,19,23,53,53,105,908.066666667,14278064089;61573752529;70497467329;117793155769;78412774729
529,87,1,347,347,105,347,77237689;34943749369;178474656889;47156469889;86045440009
289,71,72,212,53,104,130.461538462,22342609;19942683049;26111685889;38449691569;44618694409
289,63,16,236,2,103,118,42873230689;47451484369;56607991729;84077513809;106968782209
529,99,2,394,197,103,197,105206501929;142216434889;476433878449;262640698849;81724363249
961,71,6,278,139,103,139,28229161;61622521;98087830801;153287054881;41168848681
961,99,1,395,79,103,79,38785067281;190616747281;146272407241;250846476841;117547751281
289,191,20,744,31,102,31,5742336889;34608614329;50244514609;104368784809;127221254449
841,83,154,178,89,102,89,44325121;55015801;322282801;332973481;450570961
361,143,56,516,43,101,43,14743649281;104245541761;141537996961;283249326721;93491678641
529,47,9,179,179,101,370.405940594,109549969;58615077049;80031992569;9206117449;110091061609
529,119,2,474,79,101,79,47718751609;34756121929;49597668649;532982290369;89614805809
529,191,24,740,37,101,37,86043998569;134701727689;47719592449;54670696609;61621800769
841,15,17,43,17,101,702.722772277,24865681;123003721;200481121;288288841;298619161
841,79,158,158,79,101,79,101622361;376817281;92054683561;252768516841;73237044721
841,87,2,346,173,101,173,174895561;195676321;237237841;2034593401;60522222601
289,111,40,404,101,100,101,5886169;29875165609;76899262729;92573961769;312019748329
289,39,64,92,23,100,149.5,21261529;13812959449;20951931289;28090903129;42368846809
361,87,2,346,173,100,173,129489721;28619911681;148649581441;270934143841;358701503521
841,63,16,236,59,100,59,20060881;232673281;289369921;303544081;346066561
841,59,90,146,3,100,3,124685401;440360761;21879978961;38663385601;56972556481
841,71,16,268,67,100,67,308469001;388949401;405045481;315324850681;692697446281
289,71,16,268,2,99,134,38411373289;74804610169;90401711689;105998813209;879141823849
361,79,110,206,103,99,103,170811001;60708768481;551928577561;239019220801;292616284321
529,95,172,208,43,99,43,36276769;102389087329;150858948769;73081969489;145786761649
529,83,83,249,83,99,83,159688129129;205340575969;73457945089;463283381089;7516629649
841,119,4,472,59,98,59,156397081;262703281;390270721;475315681;171394424041
961,39,50,106,5,98,243.775510204,72673561;104505361;62876814961;203191389361;14428815361
289,107,6,422,211,97,211,47567400169;88500091969;10282152169;34841767249;92147535769
529,87,11,337,337,97,337,134414809;174895249;47343016249;41707826689;168330643009
529,143,84,488,61,97,61,162522889;178099161769;71391400609;46405239409;138084667249
841,59,50,186,31,97,137.103092784,96096841;356757241;393994441;431231641;449850241
841,111,56,388,97,97,97,216697321;322883401;427748161;117992795761;364658014561
961,39,50,106,53,97,249.701030928,72673561;104505361;62876814961;203191389361;14428815361
289,75,7,293,293,96,293,65298433489;79498779649;88034506849;99402543529;113602889689
361,63,1,251,251,96,251,11531881;32088977281;162699297121;293309616961;428082935641
529,27,46,62,31,96,31,80480929;157838209;7702935769;13526833849;19350731929
841,59,50,186,5,96,134.6875,96096841;356757241;393994441;431231641;449850241
841,55,32,188,47,96,84.6979166667,249850441;340180681;498258601;84934450441;132741729961
961,79,5,311,311,96,311,33274201;70631521;120481321;150110121121;191277887761
361,87,14,334,167,95,167,156997201;158016058561;175361386561;302849547361;407094968641
961,71,48,236,59,95,59,76776981241;123636754201;5296692361;28726578841;114636162601
289,95,32,348,2,94,72.7659574468,659699329;63668885569;19749169729;24249825889;51253762849
289,15,17,43,43,94,43,894293689;2562640369;4230987049;7567680409;10904373769
961,55,32,188,47,94,86.5,109910761;488322275401;76777701961;176321626441;188764617001
961,95,24,356,89,94,89,8868941041;173804752081;141903762961;49375927561;214311738601
289,47,9,179,3,93,537,21742009;70652662369;92069577889;279002003569;24210907009
361,119,4,472,59,93,59,49850161;71111401;187503116161;27405978961;68340953041
361,79,158,158,79,93,79,44751066721;154373539681;346212867361;414726912961;79615416241
361,159,116,520,29,93,29,867507001;20988087481;26885619121;87247360561;92277505681
529,23,31,61,61,93,1556.48387097,142102489;30998528089;42458456569;6012366889;17472295369
961,19,23,53,23,93,1077.53763441,24745681;61021921;69310201;112516404961;170363073841
289,191,24,740,37,92,37,10204194289;87724116769;93466333249;97772995609;244199515849
361,71,16,268,67,92,67,10570921;107147401;2602039801;37466149081;537185048761
361,143,8,564,47,92,47,70942512001;128008641121;348120853441;405186982561;56546130001
529,87,77,271,271,92,271,185465809;107836649449;132823050889;21981720289;156307351729
529,35,54,86,43,92,254.260869565,46027942489;118732734649;564204169;145973788489;32314442689
841,71,6,278,139,92,139,162403081;429549961;446246641;496336681;100192212961
289,71,48,236,2,91,118,17898169;32901949369;37480203049;42058456729;64949725129
529,35,54,86,3,91,255.461538462,46027942489;118732734649;564204169;145973788489;32314442689
841,71,1,283,283,91,283,45886681;61622401;79880641;113874601;333574081
841,83,11,321,107,91,107,101141881;113994721;293934481;409610041;223779116401
289,19,17,59,59,90,59,1086485689;3375612529;5664739369;10242993049;12532119889
361,107,26,402,67,90,67,24865201;235896821521;92971679161;177443907001;56200184401
361,35,18,122,3,90,183,83603881;105585841;149549761;33650056801;160617857761
529,111,8,436,109,90,109,13934449;49597428409;106709443369;168142174729;167579172289
841,143,8,564,47,90,47,444564961;34075642441;297015679801;715075321801;57471174601
961,71,16,268,67,90,67,85166041;49773765001;156201045961;236021506681;306973027321
961,103,56,356,89,90,89,116157001;207162556561;187042696801;222386084881;141639378841
289,55,32,188,2,89,171.101123596,12853129;35435689;14510856649;43687524169;87452525449
289,119,24,452,113,89,113,29215586689;64289665729;65919213649;130053563929;15248393449
361,119,12,464,29,89,29,7112305561;62443901881;87594627481;28967659081;77708511241
961,75,7,293,293,88,293,91336846561;195514520161;872334143641;81674874241;174467814481
361,35,9,131,3,87,393,136576801;187156209601;323490487681;330775525441;20467727641
361,135,4,536,67,86,67,12733081;44925241;125405641;144660156001;174494240281
361,95,24,356,89,86,89,142943161;7979211601;270414024241;299727868801;44231307481
361,59,50,186,5,86,120.11627907,1387866841;186289183441;99042423841;287239232641;341009749441
361,55,32,188,47,86,47,1735494121;18040102441;5551946761;13704250921;54465771721
529,95,36,344,43,86,92,15616129;77598049;170570929;3006243769;134702328289
841,79,80,236,59,86,59,148108801;431592001;152577025441;452643992641;19836017041
841,91,2,362,181,86,181,239039641;456456841;489770682241;94598104441;646924759321
