n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
2984,formula_even,1492,2984,2984,True,,,,0,0,8,8,44,104,464
2985,formula_divisible_by_3,995,5970,5970,True,,,,1,1,9,9,45,105,465
2986,formula_even,1493,2986,2986,True,,,,2,2,10,10,46,106,466
2987,formula_3_mod_4,747,4462578,4462578,True,,,,3,3,11,11,47,107,467
2988,formula_even,1494,2988,2988,True,,,,0,4,0,12,48,108,468
2989,general_key_d_3,748,8943088,813008,True,3,1,11,1,5,1,13,49,109,469
2990,formula_even,1495,2990,2990,True,,,,2,6,2,14,50,110,470
2991,formula_divisible_by_3,997,5982,5982,True,,,,3,7,3,15,51,111,471
2992,formula_even,1496,2992,2992,True,,,,0,0,4,16,52,112,472
2993,general_key_d_7,750,2993000,359160,True,7,3,25,1,1,5,17,53,113,473
2994,formula_even,1497,2994,2994,True,,,,2,2,6,18,54,114,474
2995,formula_3_mod_4,749,4486510,4486510,True,,,,3,3,7,19,55,115,475
2996,formula_even,1498,2996,2996,True,,,,0,4,8,20,56,116,476
2997,formula_divisible_by_3,999,5994,5994,True,,,,1,5,9,21,57,117,477
2998,formula_even,1499,2998,2998,True,,,,2,6,10,22,58,118,478
2999,formula_3_mod_4,750,4498500,4498500,True,,,,3,7,11,23,59,119,479
3000,formula_even,1500,3000,3000,True,,,,0,0,0,0,0,0,480
3001,general_key_d_15,754,4525508,156052,True,15,2,58,1,1,1,1,1,1,481
3002,formula_even,1501,3002,3002,True,,,,2,2,2,2,2,2,482
3003,formula_divisible_by_3,1001,6006,6006,True,,,,3,3,3,3,3,3,483
3004,formula_even,1502,3004,3004,True,,,,0,4,4,4,4,4,484
3005,general_key_d_3,752,4519520,903904,True,3,2,10,1,5,5,5,5,5,485
3006,formula_even,1503,3006,3006,True,,,,2,6,6,6,6,6,486
3007,formula_3_mod_4,752,4522528,4522528,True,,,,3,7,7,7,7,7,487
3008,formula_even,1504,3008,3008,True,,,,0,0,8,8,8,8,488
3009,formula_divisible_by_3,1003,6018,6018,True,,,,1,1,9,9,9,9,489
3010,formula_even,1505,3010,3010,True,,,,2,2,10,10,10,10,490
3011,formula_3_mod_4,753,4534566,4534566,True,,,,3,3,11,11,11,11,491
3012,formula_even,1506,3012,3012,True,,,,0,4,0,12,12,12,492
3013,general_key_d_3,754,2271802,1135901,True,3,4,8,1,5,1,13,13,13,493
3014,formula_even,1507,3014,3014,True,,,,2,6,2,14,14,14,494
3015,formula_divisible_by_3,1005,6030,6030,True,,,,3,7,3,15,15,15,495
3016,formula_even,1508,3016,3016,True,,,,0,0,4,16,16,16,496
3017,general_key_d_3,755,4555670,911134,True,3,2,10,1,1,5,17,17,17,497
3018,formula_even,1509,3018,3018,True,,,,2,2,6,18,18,18,498
3019,formula_3_mod_4,755,4558690,4558690,True,,,,3,3,7,19,19,19,499
3020,formula_even,1510,3020,3020,True,,,,0,4,8,20,20,20,500
3021,formula_divisible_by_3,1007,6042,6042,True,,,,1,5,9,21,21,21,501
3022,formula_even,1511,3022,3022,True,,,,2,6,10,22,22,22,502
3023,formula_3_mod_4,756,4570776,4570776,True,,,,3,7,11,23,23,23,503
3024,formula_even,1512,3024,3024,True,,,,0,0,0,0,24,24,504
3025,general_key_d_3,757,9159700,832700,True,3,1,11,1,1,1,1,25,25,505
3026,formula_even,1513,3026,3026,True,,,,2,2,2,2,26,26,506
3027,formula_divisible_by_3,1009,6054,6054,True,,,,3,3,3,3,27,27,507
3028,formula_even,1514,3028,3028,True,,,,0,4,4,4,28,28,508
3029,general_key_d_3,758,2295982,1147991,True,3,4,8,1,5,5,5,29,29,509
3030,formula_even,1515,3030,3030,True,,,,2,6,6,6,30,30,510
3031,formula_3_mod_4,758,4594996,4594996,True,,,,3,7,7,7,31,31,511
3032,formula_even,1516,3032,3032,True,,,,0,0,8,8,32,32,512
3033,formula_divisible_by_3,1011,6066,6066,True,,,,1,1,9,9,33,33,513
3034,formula_even,1517,3034,3034,True,,,,2,2,10,10,34,34,514
3035,formula_3_mod_4,759,4607130,4607130,True,,,,3,3,11,11,35,35,515
3036,formula_even,1518,3036,3036,True,,,,0,4,0,12,36,36,516
3037,general_key_d_3,760,4616240,923248,True,3,2,10,1,5,1,13,37,37,517
3038,formula_even,1519,3038,3038,True,,,,2,6,2,14,38,38,518
3039,formula_divisible_by_3,1013,6078,6078,True,,,,3,7,3,15,39,39,519
3040,formula_even,1520,3040,3040,True,,,,0,0,4,16,40,40,520
3041,general_key_d_7,762,2317242,386207,True,7,4,24,1,1,5,17,41,41,521
3042,formula_even,1521,3042,3042,True,,,,2,2,6,18,42,42,522
3043,formula_3_mod_4,761,4631446,4631446,True,,,,3,3,7,19,43,43,523
3044,formula_even,1522,3044,3044,True,,,,0,4,8,20,44,44,524
3045,formula_divisible_by_3,1015,6090,6090,True,,,,1,5,9,21,45,45,525
3046,formula_even,1523,3046,3046,True,,,,2,6,10,22,46,46,526
3047,formula_3_mod_4,762,4643628,4643628,True,,,,3,7,11,23,47,47,527
3048,formula_even,1524,3048,3048,True,,,,0,0,0,0,48,48,528
3049,general_key_d_11,765,932994,274410,True,11,10,34,1,1,1,1,49,49,529
3050,formula_even,1525,3050,3050,True,,,,2,2,2,2,50,50,530
3051,formula_divisible_by_3,1017,6102,6102,True,,,,3,3,3,3,51,51,531
3052,formula_even,1526,3052,3052,True,,,,0,4,4,4,52,52,532
3053,general_key_d_3,764,2332492,1166246,True,3,4,8,1,5,5,5,53,53,533
3054,formula_even,1527,3054,3054,True,,,,2,6,6,6,54,54,534
3055,formula_3_mod_4,764,4668040,4668040,True,,,,3,7,7,7,55,55,535
3056,formula_even,1528,3056,3056,True,,,,0,0,8,8,56,56,536
3057,formula_divisible_by_3,1019,6114,6114,True,,,,1,1,9,9,57,57,537
3058,formula_even,1529,3058,3058,True,,,,2,2,10,10,58,58,538
3059,formula_3_mod_4,765,4680270,4680270,True,,,,3,3,11,11,59,59,539
3060,formula_even,1530,3060,3060,True,,,,0,4,0,12,0,60,540
3061,general_key_d_3,766,2344726,1172363,True,3,4,8,1,5,1,13,1,61,541
3062,formula_even,1531,3062,3062,True,,,,2,6,2,14,2,62,542
3063,formula_divisible_by_3,1021,6126,6126,True,,,,3,7,3,15,3,63,543
3064,formula_even,1532,3064,3064,True,,,,0,0,4,16,4,64,544
3065,general_key_d_3,767,4701710,940342,True,3,2,10,1,1,5,17,5,65,545
3066,formula_even,1533,3066,3066,True,,,,2,2,6,18,6,66,546
3067,formula_3_mod_4,767,4704778,4704778,True,,,,3,3,7,19,7,67,547
3068,formula_even,1534,3068,3068,True,,,,0,4,8,20,8,68,548
3069,formula_divisible_by_3,1023,6138,6138,True,,,,1,5,9,21,9,69,549
3070,formula_even,1535,3070,3070,True,,,,2,6,10,22,10,70,550
3071,formula_3_mod_4,768,4717056,4717056,True,,,,3,7,11,23,11,71,551
3072,formula_even,1536,3072,3072,True,,,,0,0,0,0,12,72,552
3073,general_key_d_7,770,1183105,473242,True,7,8,20,1,1,1,1,13,73,553
3074,formula_even,1537,3074,3074,True,,,,2,2,2,2,14,74,554
3075,formula_divisible_by_3,1025,6150,6150,True,,,,3,3,3,3,15,75,555
3076,formula_even,1538,3076,3076,True,,,,0,4,4,4,16,76,556
3077,general_key_d_3,770,9477160,861560,True,3,1,11,1,5,5,5,17,77,557
3078,formula_even,1539,3078,3078,True,,,,2,6,6,6,18,78,558
3079,formula_3_mod_4,770,4741660,4741660,True,,,,3,7,7,7,19,79,559
3080,formula_even,1540,3080,3080,True,,,,0,0,8,8,20,80,560
3081,formula_divisible_by_3,1027,6162,6162,True,,,,1,1,9,9,21,81,561
3082,formula_even,1541,3082,3082,True,,,,2,2,10,10,22,82,562
3083,formula_3_mod_4,771,4753986,4753986,True,,,,3,3,11,11,23,83,563
3084,formula_even,1542,3084,3084,True,,,,0,4,0,12,24,84,564
3085,general_key_d_3,772,4763240,952648,True,3,2,10,1,5,1,13,25,85,565
3086,formula_even,1543,3086,3086,True,,,,2,6,2,14,26,86,566
3087,formula_divisible_by_3,1029,6174,6174,True,,,,3,7,3,15,27,87,567
3088,formula_even,1544,3088,3088,True,,,,0,0,4,16,28,88,568
3089,general_key_d_7,774,2390886,398481,True,7,4,24,1,1,5,17,29,89,569
3090,formula_even,1545,3090,3090,True,,,,2,2,6,18,30,90,570
3091,formula_3_mod_4,773,4778686,4778686,True,,,,3,3,7,19,31,91,571
3092,formula_even,1546,3092,3092,True,,,,0,4,8,20,32,92,572
3093,formula_divisible_by_3,1031,6186,6186,True,,,,1,5,9,21,33,93,573
3094,formula_even,1547,3094,3094,True,,,,2,6,10,22,34,94,574
3095,formula_3_mod_4,774,4791060,4791060,True,,,,3,7,11,23,35,95,575
3096,formula_even,1548,3096,3096,True,,,,0,0,0,0,36,96,576
3097,general_key_d_3,775,4800350,960070,True,3,2,10,1,1,1,1,37,97,577
3098,formula_even,1549,3098,3098,True,,,,2,2,2,2,38,98,578
3099,formula_divisible_by_3,1033,6198,6198,True,,,,3,3,3,3,39,99,579
3100,formula_even,1550,3100,3100,True,,,,0,4,4,4,40,100,580
3101,general_key_d_3,776,2406376,1203188,True,3,4,8,1,5,5,5,41,101,581
3102,formula_even,1551,3102,3102,True,,,,2,6,6,6,42,102,582
3103,formula_3_mod_4,776,4815856,4815856,True,,,,3,7,7,7,43,103,583
3104,formula_even,1552,3104,3104,True,,,,0,0,8,8,44,104,584
3105,formula_divisible_by_3,1035,6210,6210,True,,,,1,1,9,9,45,105,585
3106,formula_even,1553,3106,3106,True,,,,2,2,10,10,46,106,586
3107,formula_3_mod_4,777,4828278,4828278,True,,,,3,3,11,11,47,107,587
3108,formula_even,1554,3108,3108,True,,,,0,4,0,12,48,108,588
3109,general_key_d_3,778,2418802,1209401,True,3,4,8,1,5,1,13,49,109,589
3110,formula_even,1555,3110,3110,True,,,,2,6,2,14,50,110,590
3111,formula_divisible_by_3,1037,6222,6222,True,,,,3,7,3,15,51,111,591
3112,formula_even,1556,3112,3112,True,,,,0,0,4,16,52,112,592
3113,general_key_d_3,779,9700108,881828,True,3,1,11,1,1,5,17,53,113,593
3114,formula_even,1557,3114,3114,True,,,,2,2,6,18,54,114,594
3115,formula_3_mod_4,779,4853170,4853170,True,,,,3,3,7,19,55,115,595
3116,formula_even,1558,3116,3116,True,,,,0,4,8,20,56,116,596
3117,formula_divisible_by_3,1039,6234,6234,True,,,,1,5,9,21,57,117,597
3118,formula_even,1559,3118,3118,True,,,,2,6,10,22,58,118,598
3119,formula_3_mod_4,780,4865640,4865640,True,,,,3,7,11,23,59,119,599
3120,formula_even,1560,3120,3120,True,,,,0,0,0,0,0,0,600
3121,general_key_d_3,781,9750004,886364,True,3,1,11,1,1,1,1,1,1,601
3122,formula_even,1561,3122,3122,True,,,,2,2,2,2,2,2,602
3123,formula_divisible_by_3,1041,6246,6246,True,,,,3,3,3,3,3,3,603
3124,formula_even,1562,3124,3124,True,,,,0,4,4,4,4,4,604
3125,general_key_d_3,782,4887500,977500,True,3,2,10,1,5,5,5,5,5,605
3126,formula_even,1563,3126,3126,True,,,,2,6,6,6,6,6,606
3127,formula_3_mod_4,782,4890628,4890628,True,,,,3,7,7,7,7,7,607
3128,formula_even,1564,3128,3128,True,,,,0,0,8,8,8,8,608
3129,formula_divisible_by_3,1043,6258,6258,True,,,,1,1,9,9,9,9,609
3130,formula_even,1565,3130,3130,True,,,,2,2,10,10,10,10,610
3131,formula_3_mod_4,783,4903146,4903146,True,,,,3,3,11,11,11,11,611
3132,formula_even,1566,3132,3132,True,,,,0,4,0,12,12,12,612
3133,general_key_d_3,784,2456272,1228136,True,3,4,8,1,5,1,13,13,13,613
3134,formula_even,1567,3134,3134,True,,,,2,6,2,14,14,14,614
3135,formula_divisible_by_3,1045,6270,6270,True,,,,3,7,3,15,15,15,615
3136,formula_even,1568,3136,3136,True,,,,0,0,4,16,16,16,616
3137,general_key_d_3,785,4925090,985018,True,3,2,10,1,1,5,17,17,17,617
3138,formula_even,1569,3138,3138,True,,,,2,2,6,18,18,18,618
3139,formula_3_mod_4,785,4928230,4928230,True,,,,3,3,7,19,19,19,619
3140,formula_even,1570,3140,3140,True,,,,0,4,8,20,20,20,620
3141,formula_divisible_by_3,1047,6282,6282,True,,,,1,5,9,21,21,21,621
3142,formula_even,1571,3142,3142,True,,,,2,6,10,22,22,22,622
3143,formula_3_mod_4,786,4940796,4940796,True,,,,3,7,11,23,23,23,623
3144,formula_even,1572,3144,3144,True,,,,0,0,0,0,24,24,624
3145,general_key_d_3,787,4950230,990046,True,3,2,10,1,1,1,1,25,25,625
3146,formula_even,1573,3146,3146,True,,,,2,2,2,2,26,26,626
3147,formula_divisible_by_3,1049,6294,6294,True,,,,3,3,3,3,27,27,627
3148,formula_even,1574,3148,3148,True,,,,0,4,4,4,28,28,628
3149,general_key_d_3,788,2481412,1240706,True,3,4,8,1,5,5,5,29,29,629
3150,formula_even,1575,3150,3150,True,,,,2,6,6,6,30,30,630
3151,formula_3_mod_4,788,4965976,4965976,True,,,,3,7,7,7,31,31,631
3152,formula_even,1576,3152,3152,True,,,,0,0,8,8,32,32,632
3153,formula_divisible_by_3,1051,6306,6306,True,,,,1,1,9,9,33,33,633
3154,formula_even,1577,3154,3154,True,,,,2,2,10,10,34,34,634
3155,formula_3_mod_4,789,4978590,4978590,True,,,,3,3,11,11,35,35,635
3156,formula_even,1578,3156,3156,True,,,,0,4,0,12,36,36,636
3157,general_key_d_3,790,9976120,906920,True,3,1,11,1,5,1,13,37,37,637
3158,formula_even,1579,3158,3158,True,,,,2,6,2,14,38,38,638
3159,formula_divisible_by_3,1053,6318,6318,True,,,,3,7,3,15,39,39,639
3160,formula_even,1580,3160,3160,True,,,,0,0,4,16,40,40,640
3161,general_key_d_7,792,2503512,417252,True,7,4,24,1,1,5,17,41,41,641
3162,formula_even,1581,3162,3162,True,,,,2,2,6,18,42,42,642
3163,formula_3_mod_4,791,5003866,5003866,True,,,,3,3,7,19,43,43,643
3164,formula_even,1582,3164,3164,True,,,,0,4,8,20,44,44,644
3165,formula_divisible_by_3,1055,6330,6330,True,,,,1,5,9,21,45,45,645
3166,formula_even,1583,3166,3166,True,,,,2,6,10,22,46,46,646
3167,formula_3_mod_4,792,5016528,5016528,True,,,,3,7,11,23,47,47,647
3168,formula_even,1584,3168,3168,True,,,,0,0,0,0,48,48,648
3169,general_key_d_23,798,1264431,120422,True,23,8,84,1,1,1,1,49,49,649
3170,formula_even,1585,3170,3170,True,,,,2,2,2,2,50,50,650
3171,formula_divisible_by_3,1057,6342,6342,True,,,,3,3,3,3,51,51,651
3172,formula_even,1586,3172,3172,True,,,,0,4,4,4,52,52,652
3173,general_key_d_3,794,2519362,1259681,True,3,4,8,1,5,5,5,53,53,653
3174,formula_even,1587,3174,3174,True,,,,2,6,6,6,54,54,654
3175,formula_3_mod_4,794,5041900,5041900,True,,,,3,7,7,7,55,55,655
3176,formula_even,1588,3176,3176,True,,,,0,0,8,8,56,56,656
3177,formula_divisible_by_3,1059,6354,6354,True,,,,1,1,9,9,57,57,657
3178,formula_even,1589,3178,3178,True,,,,2,2,10,10,58,58,658
3179,formula_3_mod_4,795,5054610,5054610,True,,,,3,3,11,11,59,59,659
3180,formula_even,1590,3180,3180,True,,,,0,4,0,12,0,60,660
3181,general_key_d_3,796,2532076,1266038,True,3,4,8,1,5,1,13,1,61,661
3182,formula_even,1591,3182,3182,True,,,,2,6,2,14,2,62,662
3183,formula_divisible_by_3,1061,6366,6366,True,,,,3,7,3,15,3,63,663
3184,formula_even,1592,3184,3184,True,,,,0,0,4,16,4,64,664
3185,general_key_d_3,797,5076890,1015378,True,3,2,10,1,1,5,17,5,65,665
3186,formula_even,1593,3186,3186,True,,,,2,2,6,18,6,66,666
3187,formula_3_mod_4,797,5080078,5080078,True,,,,3,3,7,19,7,67,667
3188,formula_even,1594,3188,3188,True,,,,0,4,8,20,8,68,668
3189,formula_divisible_by_3,1063,6378,6378,True,,,,1,5,9,21,9,69,669
3190,formula_even,1595,3190,3190,True,,,,2,6,10,22,10,70,670
3191,formula_3_mod_4,798,5092836,5092836,True,,,,3,7,11,23,11,71,671
3192,formula_even,1596,3192,3192,True,,,,0,0,0,0,12,72,672
3193,general_key_d_7,800,1277200,510880,True,7,8,20,1,1,1,1,13,73,673
3194,formula_even,1597,3194,3194,True,,,,2,2,2,2,14,74,674
3195,formula_divisible_by_3,1065,6390,6390,True,,,,3,3,3,3,15,75,675
3196,formula_even,1598,3196,3196,True,,,,0,4,4,4,16,76,676
3197,general_key_d_3,800,5115200,1023040,True,3,2,10,1,5,5,5,17,77,677
3198,formula_even,1599,3198,3198,True,,,,2,6,6,6,18,78,678
3199,formula_3_mod_4,800,5118400,5118400,True,,,,3,7,7,7,19,79,679
3200,formula_even,1600,3200,3200,True,,,,0,0,8,8,20,80,680
3201,formula_divisible_by_3,1067,6402,6402,True,,,,1,1,9,9,21,81,681
3202,formula_even,1601,3202,3202,True,,,,2,2,10,10,22,82,682
3203,formula_3_mod_4,801,5131206,5131206,True,,,,3,3,11,11,23,83,683
3204,formula_even,1602,3204,3204,True,,,,0,4,0,12,24,84,684
3205,general_key_d_3,802,5140820,1028164,True,3,2,10,1,5,1,13,25,85,685
3206,formula_even,1603,3206,3206,True,,,,2,6,2,14,26,86,686
3207,formula_divisible_by_3,1069,6414,6414,True,,,,3,7,3,15,27,87,687
3208,formula_even,1604,3208,3208,True,,,,0,0,4,16,28,88,688
3209,general_key_d_3,803,10307308,937028,True,3,1,11,1,1,5,17,29,89,689
3210,formula_even,1605,3210,3210,True,,,,2,2,6,18,30,90,690
3211,formula_3_mod_4,803,5156866,5156866,True,,,,3,3,7,19,31,91,691
3212,formula_even,1606,3212,3212,True,,,,0,4,8,20,32,92,692
3213,formula_divisible_by_3,1071,6426,6426,True,,,,1,5,9,21,33,93,693
3214,formula_even,1607,3214,3214,True,,,,2,6,10,22,34,94,694
3215,formula_3_mod_4,804,5169720,5169720,True,,,,3,7,11,23,35,95,695
3216,formula_even,1608,3216,3216,True,,,,0,0,0,0,36,96,696
3217,general_key_d_3,805,5179370,1035874,True,3,2,10,1,1,1,1,37,97,697
3218,formula_even,1609,3218,3218,True,,,,2,2,2,2,38,98,698
3219,formula_divisible_by_3,1073,6438,6438,True,,,,3,3,3,3,39,99,699
3220,formula_even,1610,3220,3220,True,,,,0,4,4,4,40,100,700
3221,general_key_d_3,806,2596126,1298063,True,3,4,8,1,5,5,5,41,101,701
3222,formula_even,1611,3222,3222,True,,,,2,6,6,6,42,102,702
3223,formula_3_mod_4,806,5195476,5195476,True,,,,3,7,7,7,43,103,703
3224,formula_even,1612,3224,3224,True,,,,0,0,8,8,44,104,704
3225,formula_divisible_by_3,1075,6450,6450,True,,,,1,1,9,9,45,105,705
3226,formula_even,1613,3226,3226,True,,,,2,2,10,10,46,106,706
3227,formula_3_mod_4,807,5208378,5208378,True,,,,3,3,11,11,47,107,707
3228,formula_even,1614,3228,3228,True,,,,0,4,0,12,48,108,708
3229,general_key_d_3,808,2609032,1304516,True,3,4,8,1,5,1,13,49,109,709
3230,formula_even,1615,3230,3230,True,,,,2,6,2,14,50,110,710
3231,formula_divisible_by_3,1077,6462,6462,True,,,,3,7,3,15,51,111,711
3232,formula_even,1616,3232,3232,True,,,,0,0,4,16,52,112,712
3233,general_key_d_7,810,10474920,387960,True,7,1,27,1,1,5,17,53,113,713
3234,formula_even,1617,3234,3234,True,,,,2,2,6,18,54,114,714
3235,formula_3_mod_4,809,5234230,5234230,True,,,,3,3,7,19,55,115,715
3236,formula_even,1618,3236,3236,True,,,,0,4,8,20,56,116,716
3237,formula_divisible_by_3,1079,6474,6474,True,,,,1,5,9,21,57,117,717
3238,formula_even,1619,3238,3238,True,,,,2,6,10,22,58,118,718
3239,formula_3_mod_4,810,5247180,5247180,True,,,,3,7,11,23,59,119,719
3240,formula_even,1620,3240,3240,True,,,,0,0,0,0,0,0,720
3241,general_key_d_7,812,751912,751912,True,7,14,14,1,1,1,1,1,1,721
3242,formula_even,1621,3242,3242,True,,,,2,2,2,2,2,2,722
3243,formula_divisible_by_3,1081,6486,6486,True,,,,3,3,3,3,3,3,723
3244,formula_even,1622,3244,3244,True,,,,0,4,4,4,4,4,724
3245,general_key_d_3,812,10539760,958160,True,3,1,11,1,5,5,5,5,5,725
3246,formula_even,1623,3246,3246,True,,,,2,6,6,6,6,6,726
3247,formula_3_mod_4,812,5273128,5273128,True,,,,3,7,7,7,7,7,727
3248,formula_even,1624,3248,3248,True,,,,0,0,8,8,8,8,728
3249,formula_divisible_by_3,1083,6498,6498,True,,,,1,1,9,9,9,9,729
3250,formula_even,1625,3250,3250,True,,,,2,2,10,10,10,10,730
3251,formula_3_mod_4,813,5286126,5286126,True,,,,3,3,11,11,11,11,731
3252,formula_even,1626,3252,3252,True,,,,0,4,0,12,12,12,732
3253,general_key_d_3,814,10591768,962888,True,3,1,11,1,5,1,13,13,13,733
3254,formula_even,1627,3254,3254,True,,,,2,6,2,14,14,14,734
3255,formula_divisible_by_3,1085,6510,6510,True,,,,3,7,3,15,15,15,735
3256,formula_even,1628,3256,3256,True,,,,0,0,4,16,16,16,736
3257,general_key_d_3,815,5308910,1061782,True,3,2,10,1,1,5,17,17,17,737
3258,formula_even,1629,3258,3258,True,,,,2,2,6,18,18,18,738
3259,formula_3_mod_4,815,5312170,5312170,True,,,,3,3,7,19,19,19,739
3260,formula_even,1630,3260,3260,True,,,,0,4,8,20,20,20,740
3261,formula_divisible_by_3,1087,6522,6522,True,,,,1,5,9,21,21,21,741
3262,formula_even,1631,3262,3262,True,,,,2,6,10,22,22,22,742
3263,formula_3_mod_4,816,5325216,5325216,True,,,,3,7,11,23,23,23,743
3264,formula_even,1632,3264,3264,True,,,,0,0,0,0,24,24,744
3265,general_key_d_3,817,5335010,1067002,True,3,2,10,1,1,1,1,25,25,745
3266,formula_even,1633,3266,3266,True,,,,2,2,2,2,26,26,746
3267,formula_divisible_by_3,1089,6534,6534,True,,,,3,3,3,3,27,27,747
3268,formula_even,1634,3268,3268,True,,,,0,4,4,4,28,28,748
3269,general_key_d_3,818,2674042,1337021,True,3,4,8,1,5,5,5,29,29,749
3270,formula_even,1635,3270,3270,True,,,,2,6,6,6,30,30,750
3271,formula_3_mod_4,818,5351356,5351356,True,,,,3,7,7,7,31,31,751
3272,formula_even,1636,3272,3272,True,,,,0,0,8,8,32,32,752
3273,formula_divisible_by_3,1091,6546,6546,True,,,,1,1,9,9,33,33,753
3274,formula_even,1637,3274,3274,True,,,,2,2,10,10,34,34,754
3275,formula_3_mod_4,819,5364450,5364450,True,,,,3,3,11,11,35,35,755
3276,formula_even,1638,3276,3276,True,,,,0,4,0,12,36,36,756
3277,general_key_d_3,820,5374280,1074856,True,3,2,10,1,5,1,13,37,37,757
3278,formula_even,1639,3278,3278,True,,,,2,6,2,14,38,38,758
3279,formula_divisible_by_3,1093,6558,6558,True,,,,3,7,3,15,39,39,759
3280,formula_even,1640,3280,3280,True,,,,0,0,4,16,40,40,760
3281,general_key_d_7,822,2696982,449497,True,7,4,24,1,1,5,17,41,41,761
3282,formula_even,1641,3282,3282,True,,,,2,2,6,18,42,42,762
3283,formula_3_mod_4,821,5390686,5390686,True,,,,3,3,7,19,43,43,763
3284,formula_even,1642,3284,3284,True,,,,0,4,8,20,44,44,764
3285,formula_divisible_by_3,1095,6570,6570,True,,,,1,5,9,21,45,45,765
3286,formula_even,1643,3286,3286,True,,,,2,6,10,22,46,46,766
3287,formula_3_mod_4,822,5403828,5403828,True,,,,3,7,11,23,47,47,767
3288,formula_even,1644,3288,3288,True,,,,0,0,0,0,48,48,768
3289,general_key_d_3,823,10827388,984308,True,3,1,11,1,1,1,1,49,49,769
3290,formula_even,1645,3290,3290,True,,,,2,2,2,2,50,50,770
3291,formula_divisible_by_3,1097,6582,6582,True,,,,3,3,3,3,51,51,771
3292,formula_even,1646,3292,3292,True,,,,0,4,4,4,52,52,772
3293,general_key_d_3,824,2713432,1356716,True,3,4,8,1,5,5,5,53,53,773
3294,formula_even,1647,3294,3294,True,,,,2,6,6,6,54,54,774
3295,formula_3_mod_4,824,5430160,5430160,True,,,,3,7,7,7,55,55,775
3296,formula_even,1648,3296,3296,True,,,,0,0,8,8,56,56,776
3297,formula_divisible_by_3,1099,6594,6594,True,,,,1,1,9,9,57,57,777
3298,formula_even,1649,3298,3298,True,,,,2,2,10,10,58,58,778
3299,formula_3_mod_4,825,5443350,5443350,True,,,,3,3,11,11,59,59,779
3300,formula_even,1650,3300,3300,True,,,,0,4,0,12,0,60,780
3301,general_key_d_3,826,2726626,1363313,True,3,4,8,1,5,1,13,1,61,781
3302,formula_even,1651,3302,3302,True,,,,2,6,2,14,2,62,782
3303,formula_divisible_by_3,1101,6606,6606,True,,,,3,7,3,15,3,63,783
3304,formula_even,1652,3304,3304,True,,,,0,0,4,16,4,64,784
3305,general_key_d_3,827,5466470,1093294,True,3,2,10,1,1,5,17,5,65,785
3306,formula_even,1653,3306,3306,True,,,,2,2,6,18,6,66,786
3307,formula_3_mod_4,827,5469778,5469778,True,,,,3,3,7,19,7,67,787
3308,formula_even,1654,3308,3308,True,,,,0,4,8,20,8,68,788
3309,formula_divisible_by_3,1103,6618,6618,True,,,,1,5,9,21,9,69,789
3310,formula_even,1655,3310,3310,True,,,,2,6,10,22,10,70,790
3311,formula_3_mod_4,828,5483016,5483016,True,,,,3,7,11,23,11,71,791
3312,formula_even,1656,3312,3312,True,,,,0,0,0,0,12,72,792
3313,general_key_d_7,830,1374895,549958,True,7,8,20,1,1,1,1,13,73,793
3314,formula_even,1657,3314,3314,True,,,,2,2,2,2,14,74,794
3315,formula_divisible_by_3,1105,6630,6630,True,,,,3,3,3,3,15,75,795
3316,formula_even,1658,3316,3316,True,,,,0,4,4,4,16,76,796
3317,general_key_d_3,830,5506220,1101244,True,3,2,10,1,5,5,5,17,77,797
3318,formula_even,1659,3318,3318,True,,,,2,6,6,6,18,78,798
3319,formula_3_mod_4,830,5509540,5509540,True,,,,3,7,7,7,19,79,799
3320,formula_even,1660,3320,3320,True,,,,0,0,8,8,20,80,800
3321,formula_divisible_by_3,1107,6642,6642,True,,,,1,1,9,9,21,81,801
3322,formula_even,1661,3322,3322,True,,,,2,2,10,10,22,82,802
3323,formula_3_mod_4,831,5522826,5522826,True,,,,3,3,11,11,23,83,803
3324,formula_even,1662,3324,3324,True,,,,0,4,0,12,24,84,804
3325,general_key_d_3,832,5532800,1106560,True,3,2,10,1,5,1,13,25,85,805
3326,formula_even,1663,3326,3326,True,,,,2,6,2,14,26,86,806
3327,formula_divisible_by_3,1109,6654,6654,True,,,,3,7,3,15,27,87,807
3328,formula_even,1664,3328,3328,True,,,,0,0,4,16,28,88,808
3329,general_key_d_7,834,2776386,462731,True,7,4,24,1,1,5,17,29,89,809
3330,formula_even,1665,3330,3330,True,,,,2,2,6,18,30,90,810
3331,formula_3_mod_4,833,5549446,5549446,True,,,,3,3,7,19,31,91,811
3332,formula_even,1666,3332,3332,True,,,,0,4,8,20,32,92,812
3333,formula_divisible_by_3,1111,6666,6666,True,,,,1,5,9,21,33,93,813
3334,formula_even,1667,3334,3334,True,,,,2,6,10,22,34,94,814
3335,formula_3_mod_4,834,5562780,5562780,True,,,,3,7,11,23,35,95,815
3336,formula_even,1668,3336,3336,True,,,,0,0,0,0,36,96,816
3337,general_key_d_3,835,5572790,1114558,True,3,2,10,1,1,1,1,37,97,817
3338,formula_even,1669,3338,3338,True,,,,2,2,2,2,38,98,818
3339,formula_divisible_by_3,1113,6678,6678,True,,,,3,3,3,3,39,99,819
