modulus,residue,method,d,a,b
5040,2571,formula_divisible_by_3,,,
5040,2572,formula_even,,,
5040,2573,general_key_d_3,3,4,8
5040,2574,formula_even,,,
5040,2575,formula_3_mod_4,,,
5040,2576,formula_even,,,
5040,2577,formula_divisible_by_3,,,
5040,2578,formula_even,,,
5040,2579,formula_3_mod_4,,,
5040,2580,formula_even,,,
5040,2581,general_key_d_3,3,4,8
5040,2582,formula_even,,,
5040,2583,formula_divisible_by_3,,,
5040,2584,formula_even,,,
5040,2585,general_key_d_7,7,4,24
5040,2586,formula_even,,,
5040,2587,formula_3_mod_4,,,
5040,2588,formula_even,,,
5040,2589,formula_divisible_by_3,,,
5040,2590,formula_even,,,
5040,2591,formula_3_mod_4,,,
5040,2592,formula_even,,,
5040,2593,general_key_d_7,7,8,20
5040,2594,formula_even,,,
5040,2595,formula_divisible_by_3,,,
5040,2596,formula_even,,,
5040,2597,general_key_d_3,3,4,8
5040,2598,formula_even,,,
5040,2599,formula_3_mod_4,,,
5040,2600,formula_even,,,
5040,2601,formula_divisible_by_3,,,
5040,2602,formula_even,,,
5040,2603,formula_3_mod_4,,,
5040,2604,formula_even,,,
5040,2605,general_key_d_3,3,4,8
5040,2606,formula_even,,,
5040,2607,formula_divisible_by_3,,,
5040,2608,formula_even,,,
5040,2609,general_key_d_7,7,4,24
5040,2610,formula_even,,,
5040,2611,formula_3_mod_4,,,
5040,2612,formula_even,,,
5040,2613,formula_divisible_by_3,,,
5040,2614,formula_even,,,
5040,2615,formula_3_mod_4,,,
5040,2616,formula_even,,,
5040,2617,general_key_d_3,3,2,10
5040,2618,formula_even,,,
5040,2619,formula_divisible_by_3,,,
5040,2620,formula_even,,,
5040,2621,general_key_d_3,3,4,8
5040,2622,formula_even,,,
5040,2623,formula_3_mod_4,,,
5040,2624,formula_even,,,
5040,2625,formula_divisible_by_3,,,
5040,2626,formula_even,,,
5040,2627,formula_3_mod_4,,,
5040,2628,formula_even,,,
5040,2629,general_key_d_3,3,4,8
5040,2630,formula_even,,,
5040,2631,formula_divisible_by_3,,,
5040,2632,formula_even,,,
5040,2633,general_key_d_7,7,4,24
5040,2634,formula_even,,,
5040,2635,formula_3_mod_4,,,
5040,2636,formula_even,,,
5040,2637,formula_divisible_by_3,,,
5040,2638,formula_even,,,
5040,2639,formula_3_mod_4,,,
5040,2640,formula_even,,,
5040,2642,formula_even,,,
5040,2643,formula_divisible_by_3,,,
5040,2644,formula_even,,,
5040,2645,general_key_d_3,3,4,8
5040,2646,formula_even,,,
5040,2647,formula_3_mod_4,,,
5040,2648,formula_even,,,
5040,2649,formula_divisible_by_3,,,
5040,2650,formula_even,,,
5040,2651,formula_3_mod_4,,,
5040,2652,formula_even,,,
5040,2653,general_key_d_3,3,4,8
5040,2654,formula_even,,,
5040,2655,formula_divisible_by_3,,,
5040,2656,formula_even,,,
5040,2657,general_key_d_7,7,4,24
5040,2658,formula_even,,,
5040,2659,formula_3_mod_4,,,
5040,2660,formula_even,,,
5040,2661,formula_divisible_by_3,,,
5040,2662,formula_even,,,
5040,2663,formula_3_mod_4,,,
5040,2664,formula_even,,,
5040,2665,general_key_d_3,3,2,10
5040,2666,formula_even,,,
5040,2667,formula_divisible_by_3,,,
5040,2668,formula_even,,,
5040,2669,general_key_d_3,3,4,8
5040,2670,formula_even,,,
5040,2671,formula_3_mod_4,,,
5040,2672,formula_even,,,
5040,2673,formula_divisible_by_3,,,
5040,2674,formula_even,,,
5040,2675,formula_3_mod_4,,,
5040,2676,formula_even,,,
5040,2677,general_key_d_3,3,4,8
5040,2678,formula_even,,,
5040,2679,formula_divisible_by_3,,,
5040,2680,formula_even,,,
5040,2681,general_key_d_7,7,4,24
5040,2682,formula_even,,,
5040,2683,formula_3_mod_4,,,
5040,2684,formula_even,,,
5040,2685,formula_divisible_by_3,,,
5040,2686,formula_even,,,
5040,2687,formula_3_mod_4,,,
5040,2688,formula_even,,,
5040,2690,formula_even,,,
5040,2691,formula_divisible_by_3,,,
5040,2692,formula_even,,,
5040,2693,general_key_d_3,3,4,8
5040,2694,formula_even,,,
5040,2695,formula_3_mod_4,,,
5040,2696,formula_even,,,
5040,2697,formula_divisible_by_3,,,
5040,2698,formula_even,,,
5040,2699,formula_3_mod_4,,,
5040,2700,formula_even,,,
5040,2701,general_key_d_3,3,4,8
5040,2702,formula_even,,,
5040,2703,formula_divisible_by_3,,,
5040,2704,formula_even,,,
5040,2705,general_key_d_7,7,4,24
5040,2706,formula_even,,,
5040,2707,formula_3_mod_4,,,
5040,2708,formula_even,,,
5040,2709,formula_divisible_by_3,,,
5040,2710,formula_even,,,
5040,2711,formula_3_mod_4,,,
5040,2712,formula_even,,,
5040,2713,general_key_d_7,7,8,20
5040,2714,formula_even,,,
5040,2715,formula_divisible_by_3,,,
5040,2716,formula_even,,,
5040,2717,general_key_d_3,3,4,8
5040,2718,formula_even,,,
5040,2719,formula_3_mod_4,,,
5040,2720,formula_even,,,
5040,2721,formula_divisible_by_3,,,
5040,2722,formula_even,,,
5040,2723,formula_3_mod_4,,,
5040,2724,formula_even,,,
5040,2725,general_key_d_3,3,4,8
5040,2726,formula_even,,,
5040,2727,formula_divisible_by_3,,,
5040,2728,formula_even,,,
5040,2729,general_key_d_7,7,4,24
5040,2730,formula_even,,,
5040,2731,formula_3_mod_4,,,
5040,2732,formula_even,,,
5040,2733,formula_divisible_by_3,,,
5040,2734,formula_even,,,
5040,2735,formula_3_mod_4,,,
5040,2736,formula_even,,,
5040,2737,general_key_d_3,3,2,10
5040,2738,formula_even,,,
5040,2739,formula_divisible_by_3,,,
5040,2740,formula_even,,,
5040,2741,general_key_d_3,3,4,8
5040,2742,formula_even,,,
5040,2743,formula_3_mod_4,,,
5040,2744,formula_even,,,
5040,2745,formula_divisible_by_3,,,
5040,2746,formula_even,,,
5040,2747,formula_3_mod_4,,,
5040,2748,formula_even,,,
5040,2749,general_key_d_3,3,4,8
5040,2750,formula_even,,,
5040,2751,formula_divisible_by_3,,,
5040,2752,formula_even,,,
5040,2753,general_key_d_7,7,4,24
5040,2754,formula_even,,,
5040,2755,formula_3_mod_4,,,
5040,2756,formula_even,,,
5040,2757,formula_divisible_by_3,,,
5040,2758,formula_even,,,
5040,2759,formula_3_mod_4,,,
5040,2760,formula_even,,,
5040,2761,general_key_d_11,11,2,42
5040,2762,formula_even,,,
5040,2763,formula_divisible_by_3,,,
5040,2764,formula_even,,,
5040,2765,general_key_d_3,3,4,8
5040,2766,formula_even,,,
5040,2767,formula_3_mod_4,,,
5040,2768,formula_even,,,
5040,2769,formula_divisible_by_3,,,
5040,2770,formula_even,,,
5040,2771,formula_3_mod_4,,,
5040,2772,formula_even,,,
5040,2773,general_key_d_3,3,4,8
5040,2774,formula_even,,,
5040,2775,formula_divisible_by_3,,,
5040,2776,formula_even,,,
5040,2777,general_key_d_7,7,4,24
5040,2778,formula_even,,,
5040,2779,formula_3_mod_4,,,
5040,2780,formula_even,,,
5040,2781,formula_divisible_by_3,,,
5040,2782,formula_even,,,
5040,2783,formula_3_mod_4,,,
5040,2784,formula_even,,,
5040,2785,general_key_d_3,3,2,10
5040,2786,formula_even,,,
5040,2787,formula_divisible_by_3,,,
5040,2788,formula_even,,,
5040,2789,general_key_d_3,3,4,8
5040,2790,formula_even,,,
5040,2791,formula_3_mod_4,,,
5040,2792,formula_even,,,
5040,2793,formula_divisible_by_3,,,
5040,2794,formula_even,,,
5040,2795,formula_3_mod_4,,,
5040,2796,formula_even,,,
5040,2797,general_key_d_3,3,4,8
5040,2798,formula_even,,,
5040,2799,formula_divisible_by_3,,,
5040,2800,formula_even,,,
5040,2801,general_key_d_7,7,4,24
5040,2802,formula_even,,,
5040,2803,formula_3_mod_4,,,
5040,2804,formula_even,,,
5040,2805,formula_divisible_by_3,,,
5040,2806,formula_even,,,
5040,2807,formula_3_mod_4,,,
5040,2808,formula_even,,,
5040,2810,formula_even,,,
5040,2811,formula_divisible_by_3,,,
5040,2812,formula_even,,,
5040,2813,general_key_d_3,3,4,8
5040,2814,formula_even,,,
5040,2815,formula_3_mod_4,,,
5040,2816,formula_even,,,
5040,2817,formula_divisible_by_3,,,
5040,2818,formula_even,,,
5040,2819,formula_3_mod_4,,,
5040,2820,formula_even,,,
5040,2821,general_key_d_3,3,4,8
5040,2822,formula_even,,,
5040,2823,formula_divisible_by_3,,,
5040,2824,formula_even,,,
5040,2825,general_key_d_7,7,4,24
5040,2826,formula_even,,,
5040,2827,formula_3_mod_4,,,
5040,2828,formula_even,,,
5040,2829,formula_divisible_by_3,,,
5040,2830,formula_even,,,
5040,2831,formula_3_mod_4,,,
5040,2832,formula_even,,,
5040,2833,general_key_d_7,7,8,20
5040,2834,formula_even,,,
5040,2835,formula_divisible_by_3,,,
5040,2836,formula_even,,,
5040,2837,general_key_d_3,3,4,8
5040,2838,formula_even,,,
5040,2839,formula_3_mod_4,,,
5040,2840,formula_even,,,
5040,2841,formula_divisible_by_3,,,
5040,2842,formula_even,,,
5040,2843,formula_3_mod_4,,,
5040,2844,formula_even,,,
5040,2845,general_key_d_3,3,4,8
5040,2846,formula_even,,,
5040,2847,formula_divisible_by_3,,,
5040,2848,formula_even,,,
5040,2849,general_key_d_7,7,4,24
5040,2850,formula_even,,,
5040,2851,formula_3_mod_4,,,
5040,2852,formula_even,,,
5040,2853,formula_divisible_by_3,,,
5040,2854,formula_even,,,
5040,2855,formula_3_mod_4,,,
5040,2856,formula_even,,,
5040,2857,general_key_d_3,3,2,10
5040,2858,formula_even,,,
5040,2859,formula_divisible_by_3,,,
5040,2860,formula_even,,,
5040,2861,general_key_d_3,3,4,8
5040,2862,formula_even,,,
5040,2863,formula_3_mod_4,,,
5040,2864,formula_even,,,
5040,2865,formula_divisible_by_3,,,
5040,2866,formula_even,,,
5040,2867,formula_3_mod_4,,,
5040,2868,formula_even,,,
5040,2869,general_key_d_3,3,4,8
5040,2870,formula_even,,,
5040,2871,formula_divisible_by_3,,,
5040,2872,formula_even,,,
5040,2873,general_key_d_7,7,4,24
5040,2874,formula_even,,,
5040,2875,formula_3_mod_4,,,
5040,2876,formula_even,,,
5040,2877,formula_divisible_by_3,,,
5040,2878,formula_even,,,
5040,2879,formula_3_mod_4,,,
5040,2880,formula_even,,,
5040,2882,formula_even,,,
5040,2883,formula_divisible_by_3,,,
5040,2884,formula_even,,,
5040,2885,general_key_d_3,3,4,8
5040,2886,formula_even,,,
5040,2887,formula_3_mod_4,,,
5040,2888,formula_even,,,
5040,2889,formula_divisible_by_3,,,
5040,2890,formula_even,,,
5040,2891,formula_3_mod_4,,,
5040,2892,formula_even,,,
5040,2893,general_key_d_3,3,4,8
5040,2894,formula_even,,,
5040,2895,formula_divisible_by_3,,,
5040,2896,formula_even,,,
5040,2897,general_key_d_7,7,4,24
5040,2898,formula_even,,,
5040,2899,formula_3_mod_4,,,
5040,2900,formula_even,,,
5040,2901,formula_divisible_by_3,,,
5040,2902,formula_even,,,
5040,2903,formula_3_mod_4,,,
5040,2904,formula_even,,,
5040,2905,general_key_d_3,3,2,10
5040,2906,formula_even,,,
5040,2907,formula_divisible_by_3,,,
5040,2908,formula_even,,,
5040,2909,general_key_d_3,3,4,8
5040,2910,formula_even,,,
5040,2911,formula_3_mod_4,,,
5040,2912,formula_even,,,
5040,2913,formula_divisible_by_3,,,
5040,2914,formula_even,,,
5040,2915,formula_3_mod_4,,,
5040,2916,formula_even,,,
5040,2917,general_key_d_3,3,4,8
5040,2918,formula_even,,,
5040,2919,formula_divisible_by_3,,,
5040,2920,formula_even,,,
5040,2921,general_key_d_7,7,4,24
5040,2922,formula_even,,,
5040,2923,formula_3_mod_4,,,
5040,2924,formula_even,,,
5040,2925,formula_divisible_by_3,,,
5040,2926,formula_even,,,
5040,2927,formula_3_mod_4,,,
5040,2928,formula_even,,,
5040,2929,general_key_d_11,11,2,42
5040,2930,formula_even,,,
5040,2931,formula_divisible_by_3,,,
5040,2932,formula_even,,,
5040,2933,general_key_d_3,3,4,8
5040,2934,formula_even,,,
5040,2935,formula_3_mod_4,,,
5040,2936,formula_even,,,
5040,2937,formula_divisible_by_3,,,
5040,2938,formula_even,,,
5040,2939,formula_3_mod_4,,,
5040,2940,formula_even,,,
5040,2941,general_key_d_3,3,4,8
5040,2942,formula_even,,,
5040,2943,formula_divisible_by_3,,,
5040,2944,formula_even,,,
5040,2945,general_key_d_7,7,4,24
5040,2946,formula_even,,,
5040,2947,formula_3_mod_4,,,
5040,2948,formula_even,,,
5040,2949,formula_divisible_by_3,,,
5040,2950,formula_even,,,
5040,2951,formula_3_mod_4,,,
5040,2952,formula_even,,,
5040,2953,general_key_d_7,7,8,20
5040,2954,formula_even,,,
5040,2955,formula_divisible_by_3,,,
5040,2956,formula_even,,,
5040,2957,general_key_d_3,3,4,8
5040,2958,formula_even,,,
5040,2959,formula_3_mod_4,,,
5040,2960,formula_even,,,
5040,2961,formula_divisible_by_3,,,
5040,2962,formula_even,,,
5040,2963,formula_3_mod_4,,,
5040,2964,formula_even,,,
5040,2965,general_key_d_3,3,4,8
5040,2966,formula_even,,,
5040,2967,formula_divisible_by_3,,,
5040,2968,formula_even,,,
5040,2969,general_key_d_7,7,4,24
5040,2970,formula_even,,,
5040,2971,formula_3_mod_4,,,
5040,2972,formula_even,,,
5040,2973,formula_divisible_by_3,,,
5040,2974,formula_even,,,
5040,2975,formula_3_mod_4,,,
5040,2976,formula_even,,,
5040,2977,general_key_d_3,3,2,10
5040,2978,formula_even,,,
5040,2979,formula_divisible_by_3,,,
5040,2980,formula_even,,,
5040,2981,general_key_d_3,3,4,8
5040,2982,formula_even,,,
5040,2983,formula_3_mod_4,,,
5040,2984,formula_even,,,
5040,2985,formula_divisible_by_3,,,
5040,2986,formula_even,,,
5040,2987,formula_3_mod_4,,,
5040,2988,formula_even,,,
5040,2989,general_key_d_3,3,4,8
5040,2990,formula_even,,,
5040,2991,formula_divisible_by_3,,,
5040,2992,formula_even,,,
5040,2993,general_key_d_7,7,4,24
5040,2994,formula_even,,,
5040,2995,formula_3_mod_4,,,
5040,2996,formula_even,,,
5040,2997,formula_divisible_by_3,,,
5040,2998,formula_even,,,
5040,2999,formula_3_mod_4,,,
5040,3000,formula_even,,,
5040,3001,general_key_d_23,23,8,84
5040,3002,formula_even,,,
5040,3003,formula_divisible_by_3,,,
5040,3004,formula_even,,,
5040,3005,general_key_d_3,3,4,8
5040,3006,formula_even,,,
5040,3007,formula_3_mod_4,,,
5040,3008,formula_even,,,
5040,3009,formula_divisible_by_3,,,
5040,3010,formula_even,,,
5040,3011,formula_3_mod_4,,,
5040,3012,formula_even,,,
5040,3013,general_key_d_3,3,4,8
5040,3014,formula_even,,,
5040,3015,formula_divisible_by_3,,,
5040,3016,formula_even,,,
5040,3017,general_key_d_7,7,4,24
5040,3018,formula_even,,,
5040,3019,formula_3_mod_4,,,
5040,3020,formula_even,,,
5040,3021,formula_divisible_by_3,,,
5040,3022,formula_even,,,
5040,3023,formula_3_mod_4,,,
5040,3024,formula_even,,,
5040,3025,general_key_d_3,3,2,10
5040,3026,formula_even,,,
5040,3027,formula_divisible_by_3,,,
5040,3028,formula_even,,,
5040,3029,general_key_d_3,3,4,8
5040,3030,formula_even,,,
5040,3031,formula_3_mod_4,,,
5040,3032,formula_even,,,
5040,3033,formula_divisible_by_3,,,
5040,3034,formula_even,,,
5040,3035,formula_3_mod_4,,,
5040,3036,formula_even,,,
5040,3037,general_key_d_3,3,4,8
5040,3038,formula_even,,,
5040,3039,formula_divisible_by_3,,,
5040,3040,formula_even,,,
5040,3041,general_key_d_7,7,4,24
5040,3042,formula_even,,,
5040,3043,formula_3_mod_4,,,
5040,3044,formula_even,,,
5040,3045,formula_divisible_by_3,,,
5040,3046,formula_even,,,
5040,3047,formula_3_mod_4,,,
5040,3048,formula_even,,,
5040,3050,formula_even,,,
5040,3051,formula_divisible_by_3,,,
5040,3052,formula_even,,,
5040,3053,general_key_d_3,3,4,8
5040,3054,formula_even,,,
5040,3055,formula_3_mod_4,,,
5040,3056,formula_even,,,
5040,3057,formula_divisible_by_3,,,
5040,3058,formula_even,,,
5040,3059,formula_3_mod_4,,,
5040,3060,formula_even,,,
5040,3061,general_key_d_3,3,4,8
5040,3062,formula_even,,,
5040,3063,formula_divisible_by_3,,,
5040,3064,formula_even,,,
5040,3065,general_key_d_7,7,4,24
5040,3066,formula_even,,,
5040,3067,formula_3_mod_4,,,
5040,3068,formula_even,,,
5040,3069,formula_divisible_by_3,,,
5040,3070,formula_even,,,
5040,3071,formula_3_mod_4,,,
5040,3072,formula_even,,,
5040,3073,general_key_d_7,7,8,20
5040,3074,formula_even,,,
5040,3075,formula_divisible_by_3,,,
5040,3076,formula_even,,,
5040,3077,general_key_d_3,3,4,8
5040,3078,formula_even,,,
5040,3079,formula_3_mod_4,,,
5040,3080,formula_even,,,
5040,3081,formula_divisible_by_3,,,
5040,3082,formula_even,,,
5040,3083,formula_3_mod_4,,,
5040,3084,formula_even,,,
5040,3085,general_key_d_3,3,4,8
5040,3086,formula_even,,,
5040,3087,formula_divisible_by_3,,,
5040,3088,formula_even,,,
5040,3089,general_key_d_7,7,4,24
5040,3090,formula_even,,,
5040,3091,formula_3_mod_4,,,
5040,3092,formula_even,,,
5040,3093,formula_divisible_by_3,,,
5040,3094,formula_even,,,
5040,3095,formula_3_mod_4,,,
5040,3096,formula_even,,,
5040,3097,general_key_d_3,3,2,10
5040,3098,formula_even,,,
5040,3099,formula_divisible_by_3,,,
5040,3100,formula_even,,,
5040,3101,general_key_d_3,3,4,8
5040,3102,formula_even,,,
5040,3103,formula_3_mod_4,,,
5040,3104,formula_even,,,
5040,3105,formula_divisible_by_3,,,
5040,3106,formula_even,,,
5040,3107,formula_3_mod_4,,,
5040,3108,formula_even,,,
5040,3109,general_key_d_3,3,4,8
5040,3110,formula_even,,,
5040,3111,formula_divisible_by_3,,,
5040,3112,formula_even,,,
5040,3113,general_key_d_7,7,4,24
5040,3114,formula_even,,,
5040,3115,formula_3_mod_4,,,
5040,3116,formula_even,,,
5040,3117,formula_divisible_by_3,,,
5040,3118,formula_even,,,
5040,3119,formula_3_mod_4,,,
5040,3120,formula_even,,,
5040,3121,general_key_d_15,15,4,56
5040,3122,formula_even,,,
5040,3123,formula_divisible_by_3,,,
5040,3124,formula_even,,,
5040,3125,general_key_d_3,3,4,8
5040,3126,formula_even,,,
5040,3127,formula_3_mod_4,,,
5040,3128,formula_even,,,
5040,3129,formula_divisible_by_3,,,
5040,3130,formula_even,,,
5040,3131,formula_3_mod_4,,,
5040,3132,formula_even,,,
5040,3133,general_key_d_3,3,4,8
5040,3134,formula_even,,,
5040,3135,formula_divisible_by_3,,,
5040,3136,formula_even,,,
5040,3137,general_key_d_7,7,4,24
5040,3138,formula_even,,,
5040,3139,formula_3_mod_4,,,
5040,3140,formula_even,,,
5040,3141,formula_divisible_by_3,,,
5040,3142,formula_even,,,
5040,3143,formula_3_mod_4,,,
5040,3144,formula_even,,,
5040,3145,general_key_d_3,3,2,10
5040,3146,formula_even,,,
5040,3147,formula_divisible_by_3,,,
5040,3148,formula_even,,,
5040,3149,general_key_d_3,3,4,8
5040,3150,formula_even,,,
5040,3151,formula_3_mod_4,,,
5040,3152,formula_even,,,
5040,3153,formula_divisible_by_3,,,
5040,3154,formula_even,,,
5040,3155,formula_3_mod_4,,,
5040,3156,formula_even,,,
5040,3157,general_key_d_3,3,4,8
5040,3158,formula_even,,,
5040,3159,formula_divisible_by_3,,,
5040,3160,formula_even,,,
5040,3161,general_key_d_7,7,4,24
5040,3162,formula_even,,,
5040,3163,formula_3_mod_4,,,
5040,3164,formula_even,,,
5040,3165,formula_divisible_by_3,,,
5040,3166,formula_even,,,
5040,3167,formula_3_mod_4,,,
5040,3168,formula_even,,,
5040,3169,general_key_d_23,23,8,84
5040,3170,formula_even,,,
5040,3171,formula_divisible_by_3,,,
5040,3172,formula_even,,,
5040,3173,general_key_d_3,3,4,8
5040,3174,formula_even,,,
5040,3175,formula_3_mod_4,,,
5040,3176,formula_even,,,
5040,3177,formula_divisible_by_3,,,
5040,3178,formula_even,,,
5040,3179,formula_3_mod_4,,,
5040,3180,formula_even,,,
5040,3181,general_key_d_3,3,4,8
5040,3182,formula_even,,,
5040,3183,formula_divisible_by_3,,,
5040,3184,formula_even,,,
5040,3185,general_key_d_7,7,4,24
5040,3186,formula_even,,,
5040,3187,formula_3_mod_4,,,
5040,3188,formula_even,,,
5040,3189,formula_divisible_by_3,,,
5040,3190,formula_even,,,
5040,3191,formula_3_mod_4,,,
5040,3192,formula_even,,,
5040,3193,general_key_d_7,7,8,20
5040,3194,formula_even,,,
5040,3195,formula_divisible_by_3,,,
5040,3196,formula_even,,,
5040,3197,general_key_d_3,3,4,8
5040,3198,formula_even,,,
5040,3199,formula_3_mod_4,,,
5040,3200,formula_even,,,
5040,3201,formula_divisible_by_3,,,
5040,3202,formula_even,,,
5040,3203,formula_3_mod_4,,,
5040,3204,formula_even,,,
5040,3205,general_key_d_3,3,4,8
5040,3206,formula_even,,,
5040,3207,formula_divisible_by_3,,,
5040,3208,formula_even,,,
5040,3209,general_key_d_7,7,4,24
5040,3210,formula_even,,,
5040,3211,formula_3_mod_4,,,
5040,3212,formula_even,,,
5040,3213,formula_divisible_by_3,,,
5040,3214,formula_even,,,
5040,3215,formula_3_mod_4,,,
5040,3216,formula_even,,,
5040,3217,general_key_d_3,3,2,10
5040,3218,formula_even,,,
5040,3219,formula_divisible_by_3,,,
5040,3220,formula_even,,,
5040,3221,general_key_d_3,3,4,8
5040,3222,formula_even,,,
5040,3223,formula_3_mod_4,,,
5040,3224,formula_even,,,
5040,3225,formula_divisible_by_3,,,
5040,3226,formula_even,,,
5040,3227,formula_3_mod_4,,,
5040,3228,formula_even,,,
5040,3229,general_key_d_3,3,4,8
5040,3230,formula_even,,,
5040,3231,formula_divisible_by_3,,,
5040,3232,formula_even,,,
5040,3233,general_key_d_7,7,4,24
5040,3234,formula_even,,,
5040,3235,formula_3_mod_4,,,
5040,3236,formula_even,,,
5040,3237,formula_divisible_by_3,,,
5040,3238,formula_even,,,
5040,3239,formula_3_mod_4,,,
5040,3240,formula_even,,,
5040,3241,general_key_d_11,11,2,42
5040,3242,formula_even,,,
5040,3243,formula_divisible_by_3,,,
5040,3244,formula_even,,,
5040,3245,general_key_d_3,3,4,8
5040,3246,formula_even,,,
5040,3247,formula_3_mod_4,,,
5040,3248,formula_even,,,
5040,3249,formula_divisible_by_3,,,
5040,3250,formula_even,,,
5040,3251,formula_3_mod_4,,,
5040,3252,formula_even,,,
5040,3253,general_key_d_3,3,4,8
5040,3254,formula_even,,,
5040,3255,formula_divisible_by_3,,,
5040,3256,formula_even,,,
5040,3257,general_key_d_7,7,4,24
5040,3258,formula_even,,,
5040,3259,formula_3_mod_4,,,
5040,3260,formula_even,,,
5040,3261,formula_divisible_by_3,,,
5040,3262,formula_even,,,
5040,3263,formula_3_mod_4,,,
5040,3264,formula_even,,,
5040,3265,general_key_d_3,3,2,10
5040,3266,formula_even,,,
5040,3267,formula_divisible_by_3,,,
5040,3268,formula_even,,,
5040,3269,general_key_d_3,3,4,8
5040,3270,formula_even,,,
5040,3271,formula_3_mod_4,,,
5040,3272,formula_even,,,
5040,3273,formula_divisible_by_3,,,
5040,3274,formula_even,,,
5040,3275,formula_3_mod_4,,,
5040,3276,formula_even,,,
5040,3277,general_key_d_3,3,4,8
5040,3278,formula_even,,,
5040,3279,formula_divisible_by_3,,,
5040,3280,formula_even,,,
5040,3281,general_key_d_7,7,4,24
5040,3282,formula_even,,,
5040,3283,formula_3_mod_4,,,
5040,3284,formula_even,,,
5040,3285,formula_divisible_by_3,,,
5040,3286,formula_even,,,
5040,3287,formula_3_mod_4,,,
5040,3288,formula_even,,,
5040,3289,general_key_d_15,15,4,56
5040,3290,formula_even,,,
5040,3291,formula_divisible_by_3,,,
5040,3292,formula_even,,,
5040,3293,general_key_d_3,3,4,8
5040,3294,formula_even,,,
5040,3295,formula_3_mod_4,,,
5040,3296,formula_even,,,
5040,3297,formula_divisible_by_3,,,
5040,3298,formula_even,,,
5040,3299,formula_3_mod_4,,,
5040,3300,formula_even,,,
5040,3301,general_key_d_3,3,4,8
5040,3302,formula_even,,,
5040,3303,formula_divisible_by_3,,,
5040,3304,formula_even,,,
5040,3305,general_key_d_7,7,4,24
5040,3306,formula_even,,,
5040,3307,formula_3_mod_4,,,
5040,3308,formula_even,,,
5040,3309,formula_divisible_by_3,,,
5040,3310,formula_even,,,
5040,3311,formula_3_mod_4,,,
5040,3312,formula_even,,,
5040,3313,general_key_d_7,7,8,20
5040,3314,formula_even,,,
5040,3315,formula_divisible_by_3,,,
5040,3316,formula_even,,,
5040,3317,general_key_d_3,3,4,8
5040,3318,formula_even,,,
5040,3319,formula_3_mod_4,,,
5040,3320,formula_even,,,
5040,3321,formula_divisible_by_3,,,
5040,3322,formula_even,,,
5040,3323,formula_3_mod_4,,,
5040,3324,formula_even,,,
5040,3325,general_key_d_3,3,4,8
5040,3326,formula_even,,,
5040,3327,formula_divisible_by_3,,,
5040,3328,formula_even,,,
5040,3329,general_key_d_7,7,4,24
5040,3330,formula_even,,,
5040,3331,formula_3_mod_4,,,
5040,3332,formula_even,,,
5040,3333,formula_divisible_by_3,,,
5040,3334,formula_even,,,
5040,3335,formula_3_mod_4,,,
5040,3336,formula_even,,,
5040,3337,general_key_d_3,3,2,10
5040,3338,formula_even,,,
5040,3339,formula_divisible_by_3,,,
5040,3340,formula_even,,,
5040,3341,general_key_d_3,3,4,8
5040,3342,formula_even,,,
5040,3343,formula_3_mod_4,,,
5040,3344,formula_even,,,
5040,3345,formula_divisible_by_3,,,
5040,3346,formula_even,,,
5040,3347,formula_3_mod_4,,,
5040,3348,formula_even,,,
5040,3349,general_key_d_3,3,4,8
5040,3350,formula_even,,,
5040,3351,formula_divisible_by_3,,,
5040,3352,formula_even,,,
5040,3353,general_key_d_7,7,4,24
5040,3354,formula_even,,,
5040,3355,formula_3_mod_4,,,
5040,3356,formula_even,,,
5040,3357,formula_divisible_by_3,,,
5040,3358,formula_even,,,
5040,3359,formula_3_mod_4,,,
5040,3360,formula_even,,,
5040,3362,formula_even,,,
5040,3363,formula_divisible_by_3,,,
5040,3364,formula_even,,,
5040,3365,general_key_d_3,3,4,8
5040,3366,formula_even,,,
5040,3367,formula_3_mod_4,,,
5040,3368,formula_even,,,
5040,3369,formula_divisible_by_3,,,
5040,3370,formula_even,,,
5040,3371,formula_3_mod_4,,,
5040,3372,formula_even,,,
5040,3373,general_key_d_3,3,4,8
5040,3374,formula_even,,,
5040,3375,formula_divisible_by_3,,,
5040,3376,formula_even,,,
5040,3377,general_key_d_7,7,4,24
5040,3378,formula_even,,,
5040,3379,formula_3_mod_4,,,
5040,3380,formula_even,,,
5040,3381,formula_divisible_by_3,,,
5040,3382,formula_even,,,
5040,3383,formula_3_mod_4,,,
5040,3384,formula_even,,,
5040,3385,general_key_d_3,3,2,10
5040,3386,formula_even,,,
5040,3387,formula_divisible_by_3,,,
5040,3388,formula_even,,,
5040,3389,general_key_d_3,3,4,8
5040,3390,formula_even,,,
5040,3391,formula_3_mod_4,,,
5040,3392,formula_even,,,
5040,3393,formula_divisible_by_3,,,
5040,3394,formula_even,,,
5040,3395,formula_3_mod_4,,,
5040,3396,formula_even,,,
5040,3397,general_key_d_3,3,4,8
5040,3398,formula_even,,,
5040,3399,formula_divisible_by_3,,,
5040,3400,formula_even,,,
5040,3401,general_key_d_7,7,4,24
5040,3402,formula_even,,,
5040,3403,formula_3_mod_4,,,
5040,3404,formula_even,,,
5040,3405,formula_divisible_by_3,,,
5040,3406,formula_even,,,
5040,3407,formula_3_mod_4,,,
